,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,SemiVar0,SemiVar1,Max SemiVar,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,Payout Cost,a_1,a_2,b_1,b_2,p1,p2
298,8.67,7.96,0.70,8.67,8.53,8.40,0.13,8.53,1.99,3.98,3.98,0.48,2.89,8.69,6.24,580.41,0.89,1.02,-4.80,-4.08,2.18,3.94
299,8.15,8.75,0.60,8.75,8.51,8.72,0.21,8.72,1.87,1.73,1.87,0.71,3.52,8.10,5.11,457.71,0.97,0.88,-4.26,-5.07,3.27,1.92
300,8.76,8.68,0.07,8.76,8.59,8.56,0.03,8.59,1.49,0.90,1.49,0.62,2.24,7.02,5.12,478.15,0.84,0.95,-4.58,-4.18,1.99,3.24
301,8.39,8.28,0.11,8.39,8.67,8.40,0.27,8.67,3.70,2.47,3.70,0.47,2.44,8.79,6.71,634.79,0.96,0.97,-4.09,-4.42,3.43,3.22
302,8.77,9.07,0.30,9.07,8.90,8.95,0.06,8.95,0.71,1.23,1.23,0.86,4.03,8.00,4.57,396.61,0.95,0.75,-4.01,-4.89,3.66,1.28
303,8.62,8.77,0.15,8.77,8.54,8.68,0.14,8.68,1.08,1.59,1.59,0.81,2.86,8.00,5.57,513.80,0.93,0.85,-3.41,-5.03,3.90,1.87
304,9.13,9.18,0.04,9.18,8.92,8.98,0.06,8.98,0.69,0.83,0.83,0.74,2.62,5.81,3.59,319.22,0.85,0.85,-5.05,-4.65,1.80,2.15
305,8.62,8.89,0.27,8.89,8.40,8.58,0.18,8.58,1.34,1.25,1.34,0.69,3.11,8.00,5.36,489.23,0.91,0.87,-3.90,-4.79,3.21,2.10
306,8.66,9.05,0.39,9.05,8.69,9.01,0.32,9.01,1.20,0.76,1.20,0.76,3.59,8.00,4.95,440.61,0.83,0.95,-4.98,-4.11,1.68,3.44
307,8.51,9.10,0.59,9.10,8.74,8.90,0.16,8.90,3.11,1.27,3.11,0.50,3.44,8.23,5.31,478.88,0.95,0.85,-4.04,-4.89,3.39,1.90
308,9.09,8.80,0.29,9.09,8.55,8.83,0.28,8.83,0.81,2.81,2.81,0.75,3.62,8.00,4.92,438.06,0.81,0.98,-5.11,-4.40,1.42,3.36
309,8.64,9.19,0.55,9.19,8.72,9.09,0.37,9.09,0.89,0.76,0.89,0.64,3.38,7.75,4.88,437.68,0.96,0.80,-4.01,-5.07,3.77,1.44
310,8.19,8.71,0.52,8.71,8.67,8.69,0.03,8.69,1.58,1.39,1.58,0.84,2.77,7.67,5.32,490.39,0.96,0.90,-3.85,-5.57,3.81,1.62
311,8.65,9.01,0.36,9.01,8.66,8.91,0.25,8.91,2.48,0.79,2.48,0.48,2.20,6.94,5.07,474.39,0.94,0.86,-4.63,-4.66,2.81,2.17
312,8.58,8.46,0.12,8.58,8.40,8.76,0.36,8.76,1.31,1.33,1.33,0.52,3.74,9.18,6.00,543.83,0.89,0.99,-4.50,-4.26,2.43,3.52
313,8.25,8.76,0.51,8.76,8.52,8.66,0.15,8.66,4.67,1.26,4.67,0.66,3.46,8.48,5.54,502.05,0.97,0.91,-4.54,-5.20,3.09,2.11
314,9.06,8.54,0.52,9.06,8.80,8.76,0.04,8.80,0.82,2.74,2.74,0.66,3.24,7.74,4.98,449.71,0.81,0.93,-4.92,-3.93,1.60,3.43
315,8.53,9.10,0.57,9.10,8.58,8.66,0.08,8.66,1.19,0.84,1.19,0.59,3.10,8.00,5.36,489.81,0.91,0.74,-3.24,-4.52,3.99,1.43
316,9.33,8.31,1.02,9.33,8.94,8.57,0.37,8.94,1.13,2.29,2.29,0.65,2.66,7.64,5.39,498.64,0.79,0.91,-4.38,-3.41,1.83,3.69
317,9.17,9.11,0.06,9.17,9.13,8.83,0.31,9.13,0.93,1.34,1.34,0.61,2.95,7.58,5.07,462.77,0.80,0.90,-4.84,-3.66,1.52,3.52
318,9.57,8.44,1.14,9.57,9.07,8.68,0.39,9.07,0.42,2.68,2.68,0.69,3.77,8.00,4.79,422.76,0.62,0.96,-3.97,-3.89,1.13,3.78
319,8.74,9.09,0.34,9.09,8.55,8.92,0.37,8.92,0.76,0.57,0.76,0.65,3.26,7.41,4.64,415.26,0.82,0.93,-4.80,-4.44,1.76,3.09
320,8.75,8.67,0.07,8.75,8.68,9.05,0.36,9.05,1.51,2.67,2.67,0.52,3.28,8.14,5.35,485.83,0.84,0.94,-4.93,-4.11,1.76,3.36
321,8.93,8.77,0.16,8.93,8.77,8.75,0.02,8.77,0.77,0.92,0.92,0.75,3.27,7.41,4.63,413.83,0.84,0.91,-4.55,-4.60,2.05,2.66
322,8.44,8.70,0.26,8.70,8.78,8.66,0.12,8.78,1.96,1.16,1.96,0.53,3.10,7.87,5.24,477.72,0.88,0.88,-4.04,-4.72,2.84,2.25
323,8.77,8.57,0.21,8.77,8.81,8.59,0.21,8.81,2.46,1.60,2.46,0.50,3.64,7.81,4.71,416.49,0.87,0.95,-5.01,-4.77,1.85,2.68
324,8.63,8.37,0.26,8.63,8.66,8.35,0.31,8.66,3.00,0.37,3.00,0.30,3.91,8.98,5.65,506.90,0.93,0.88,-4.72,-4.24,2.71,2.59
325,8.85,8.84,0.00,8.85,8.83,8.74,0.09,8.83,1.52,0.67,1.52,0.66,3.47,8.37,5.43,490.49,0.96,0.87,-4.39,-4.73,3.13,2.23
326,8.96,8.66,0.29,8.96,8.60,8.79,0.19,8.79,1.01,1.62,1.62,0.76,2.58,8.49,6.30,591.27,0.85,0.95,-4.46,-3.42,2.22,4.14
327,9.04,8.63,0.41,9.04,8.88,8.74,0.14,8.88,0.66,2.50,2.50,0.66,3.73,7.91,4.74,418.49,0.85,0.94,-5.03,-4.72,1.84,2.83
328,9.42,8.75,0.67,9.42,9.12,8.57,0.55,9.12,0.96,0.80,0.96,0.55,3.08,6.77,4.16,369.37,0.88,0.85,-5.00,-4.46,2.03,2.17
329,8.76,8.35,0.41,8.76,8.83,8.58,0.25,8.83,1.00,1.70,1.70,0.64,2.43,8.00,5.93,556.97,0.81,0.97,-4.64,-3.16,1.74,4.32
330,9.31,8.90,0.41,9.31,9.02,8.80,0.22,9.02,1.04,1.70,1.70,0.77,3.90,9.48,6.17,558.56,0.81,0.99,-4.60,-3.58,1.86,4.26
331,8.98,10.17,1.19,10.17,8.96,9.35,0.39,9.35,1.04,0.73,1.04,0.87,4.66,7.52,3.56,285.96,0.91,0.57,-4.90,-4.04,2.63,0.77
332,8.95,8.39,0.57,8.95,8.86,8.48,0.38,8.86,2.09,1.86,2.09,0.60,3.22,8.00,5.26,477.86,0.88,0.95,-4.54,-4.50,2.42,2.94
333,8.37,8.68,0.31,8.68,8.44,8.70,0.26,8.70,1.02,1.25,1.25,0.69,3.05,7.73,5.14,467.76,0.89,0.90,-5.11,-3.98,1.97,3.12
334,8.85,8.53,0.31,8.85,8.77,8.48,0.29,8.77,1.46,0.79,1.46,0.44,3.00,7.28,4.74,428.85,0.88,0.89,-4.44,-4.73,2.63,2.27
335,8.64,9.23,0.59,9.23,8.69,8.86,0.17,8.86,1.31,1.14,1.31,0.71,2.71,7.26,4.96,455.49,0.93,0.75,-3.80,-4.47,3.72,1.43
336,8.24,9.23,0.99,9.23,8.22,9.02,0.79,9.02,2.30,0.90,2.30,0.73,3.61,8.00,4.93,438.75,0.92,0.88,-4.33,-4.97,2.86,2.03
337,8.24,8.93,0.68,8.93,8.33,8.67,0.34,8.67,1.93,2.22,2.22,0.76,3.36,8.00,5.15,464.35,0.96,0.87,-4.31,-5.28,3.23,1.78
338,8.19,8.44,0.25,8.44,8.73,8.46,0.27,8.73,1.87,1.88,1.88,0.82,3.23,9.53,6.79,630.20,1.01,0.96,-3.94,-4.52,3.96,3.04
339,9.75,8.48,1.27,9.75,9.21,9.05,0.17,9.21,0.64,1.87,1.87,0.62,3.74,8.00,4.82,426.40,0.59,1.01,-3.89,-4.42,0.93,3.95
340,8.48,8.81,0.33,8.81,8.64,8.70,0.06,8.70,1.50,2.13,2.13,0.70,3.14,8.62,5.95,547.61,0.93,0.87,-3.76,-4.39,3.58,2.50
341,8.99,8.32,0.67,8.99,8.90,8.33,0.57,8.90,1.21,1.64,1.64,0.40,2.63,8.17,5.94,554.04,0.91,0.94,-4.84,-3.73,2.36,3.57
342,8.53,8.80,0.27,8.80,8.72,8.88,0.16,8.88,2.12,1.29,2.12,0.46,2.91,8.55,6.08,564.01,0.94,0.95,-4.76,-4.11,2.63,3.32
343,8.84,8.75,0.08,8.84,8.48,8.73,0.25,8.73,0.64,1.17,1.17,0.74,3.46,8.00,5.06,453.86,0.78,0.92,-5.01,-3.44,1.31,3.85
344,8.77,8.32,0.44,8.77,8.60,8.68,0.07,8.68,1.89,1.95,1.95,0.67,2.76,7.12,4.77,435.84,0.89,0.94,-4.81,-4.79,2.18,2.65
345,8.55,8.91,0.36,8.91,8.71,8.77,0.06,8.77,1.79,1.13,1.79,0.62,3.61,8.00,4.94,439.49,0.95,0.82,-4.02,-5.14,3.56,1.53
346,8.35,8.65,0.30,8.65,8.46,8.65,0.19,8.65,1.80,1.72,1.80,0.70,4.11,10.02,6.53,591.11,0.96,0.92,-3.58,-4.95,3.96,2.27
347,9.01,8.41,0.61,9.01,8.89,8.57,0.33,8.89,0.87,1.33,1.33,0.47,3.03,7.00,4.43,397.23,0.91,0.90,-5.07,-4.77,2.15,2.37
348,8.71,9.03,0.31,9.03,8.41,8.89,0.48,8.89,0.87,1.36,1.36,0.75,3.52,8.76,5.77,524.65,0.88,0.95,-4.76,-3.81,2.22,3.64
349,8.23,8.80,0.57,8.80,8.54,8.72,0.18,8.72,2.60,1.11,2.60,0.47,2.75,7.57,5.24,482.50,0.95,0.88,-4.53,-4.74,2.89,2.17
350,8.53,8.89,0.36,8.89,8.82,8.81,0.01,8.82,2.80,1.51,2.80,0.52,2.54,8.36,6.20,582.28,0.88,0.96,-4.13,-4.02,2.74,3.50
351,9.16,8.47,0.69,9.16,8.83,8.53,0.30,8.83,1.41,1.11,1.41,0.69,3.07,7.49,4.88,441.78,0.82,0.91,-4.50,-4.11,2.01,3.02
352,8.66,8.89,0.22,8.89,8.71,8.77,0.06,8.77,1.92,1.86,1.92,0.64,3.34,9.14,6.31,580.80,0.90,0.89,-4.52,-3.31,2.58,3.68
353,8.14,8.64,0.51,8.64,8.56,8.81,0.25,8.81,3.05,1.19,3.05,0.60,2.63,8.00,5.77,537.47,1.00,0.89,-4.31,-4.79,3.51,2.17
354,8.96,8.81,0.15,8.96,8.81,8.68,0.13,8.81,0.93,1.78,1.78,0.49,2.91,8.00,5.53,509.02,0.87,0.91,-5.59,-3.34,1.45,3.87
355,8.85,9.03,0.18,9.03,8.57,8.55,0.03,8.57,0.78,1.23,1.23,0.82,4.40,8.00,4.26,359.52,0.90,0.84,-4.68,-5.17,2.58,1.57
356,8.61,8.71,0.10,8.71,8.79,8.49,0.31,8.79,3.11,1.42,3.11,0.55,3.07,9.51,6.90,643.88,0.93,0.80,-3.32,-3.34,4.07,2.91
357,8.70,8.60,0.09,8.70,8.67,8.82,0.14,8.82,1.51,2.29,2.29,0.59,3.03,7.63,5.05,459.95,0.93,0.88,-5.11,-4.03,2.23,2.78
358,8.58,8.34,0.25,8.58,8.60,8.59,0.01,8.60,2.38,2.18,2.38,0.50,3.43,7.88,4.97,445.47,0.92,0.98,-5.04,-5.23,2.21,2.49
359,9.11,8.56,0.55,9.11,8.93,8.75,0.18,8.93,1.24,1.13,1.24,0.52,3.53,7.56,4.55,402.01,0.84,0.86,-5.12,-3.98,1.68,2.95
360,8.51,8.88,0.37,8.88,8.86,8.58,0.28,8.86,3.78,0.61,3.78,0.29,2.54,8.00,5.84,546.28,0.92,0.84,-3.38,-4.89,3.91,1.72
361,9.16,8.63,0.53,9.16,9.05,8.69,0.36,9.05,0.85,0.47,0.85,0.56,3.28,6.25,3.46,296.40,0.80,0.86,-5.37,-4.72,1.29,2.16
362,9.10,8.69,0.41,9.10,8.89,8.63,0.25,8.89,0.92,1.53,1.53,0.69,3.00,7.25,4.69,424.11,0.84,0.99,-5.07,-4.57,1.62,3.25
363,9.07,8.12,0.95,9.07,8.76,8.75,0.01,8.76,1.47,2.02,2.02,0.68,3.37,8.00,5.14,463.47,0.83,0.97,-5.09,-3.99,1.52,3.65
364,8.67,9.20,0.52,9.20,8.74,8.86,0.11,8.86,1.29,0.71,1.29,0.69,3.79,8.35,5.13,456.68,0.92,0.81,-3.74,-4.72,3.50,1.66
365,8.63,8.92,0.28,8.92,8.87,8.67,0.21,8.87,1.78,0.76,1.78,0.57,3.04,8.00,5.41,495.80,0.92,0.87,-3.91,-4.87,3.29,2.08
366,8.86,8.95,0.09,8.95,8.77,8.68,0.08,8.77,0.88,0.53,0.88,0.52,2.99,8.69,6.16,570.73,0.93,0.89,-2.91,-5.21,4.31,1.76
367,8.67,8.25,0.42,8.67,8.80,8.42,0.37,8.80,1.59,1.59,1.59,0.40,2.87,8.28,5.84,540.88,0.93,0.93,-4.07,-4.64,3.27,2.75
368,8.55,9.28,0.72,9.28,8.72,8.81,0.10,8.81,1.34,0.78,1.34,0.80,3.86,8.00,4.72,414.02,0.92,0.67,-3.65,-4.58,3.96,0.99
369,8.84,8.84,0.01,8.84,8.90,8.69,0.20,8.90,1.06,0.66,1.06,0.57,2.59,6.98,4.78,438.78,0.90,0.88,-4.31,-4.79,2.78,2.14
370,8.60,8.51,0.10,8.60,8.86,8.62,0.24,8.86,1.55,1.54,1.55,0.44,2.95,9.22,6.71,627.22,0.92,0.97,-4.03,-3.85,3.10,3.69
371,8.68,9.14,0.45,9.14,8.85,8.84,0.00,8.85,1.73,0.71,1.73,0.71,3.67,8.87,5.75,519.96,0.90,0.86,-3.38,-4.53,3.61,2.30
372,9.08,8.80,0.28,9.08,8.64,8.66,0.02,8.66,0.79,0.49,0.79,0.70,2.27,7.17,5.23,489.28,0.93,0.86,-4.22,-4.56,2.99,2.13
373,8.49,8.80,0.31,8.80,8.66,8.65,0.01,8.66,1.38,1.46,1.46,0.74,2.73,8.07,5.75,533.89,0.94,0.91,-4.01,-4.66,3.47,2.60
374,8.68,8.33,0.35,8.68,8.78,8.64,0.13,8.78,1.29,3.57,3.57,0.71,3.93,9.36,6.02,543.33,0.92,0.95,-4.80,-4.17,2.53,3.39
375,8.70,8.57,0.13,8.70,8.38,8.59,0.21,8.59,1.53,1.29,1.53,0.58,4.41,9.92,6.18,551.59,0.91,0.96,-4.31,-4.19,2.75,3.26
376,9.08,8.23,0.85,9.08,8.78,8.73,0.06,8.78,0.92,3.90,3.90,0.66,2.85,8.00,5.58,514.80,0.78,0.92,-4.35,-3.64,1.83,3.57
377,8.88,9.39,0.50,9.39,8.80,8.91,0.11,8.91,0.91,1.06,1.06,0.87,3.92,8.00,4.66,407.54,0.93,0.82,-4.03,-5.03,3.26,1.52
378,9.27,9.05,0.22,9.27,8.59,8.75,0.16,8.75,1.32,3.21,3.21,0.84,4.19,8.00,4.44,380.65,0.73,0.92,-4.62,-4.65,1.18,2.77
379,9.09,9.00,0.09,9.09,8.95,8.74,0.21,8.95,2.54,1.60,2.54,0.27,2.29,9.28,7.34,699.63,0.91,0.87,-3.37,-3.27,3.73,3.45
380,9.18,8.39,0.79,9.18,8.84,8.54,0.30,8.84,0.81,1.02,1.02,0.57,3.36,8.11,5.26,475.23,0.79,0.95,-4.19,-4.21,2.01,3.33
381,8.99,8.66,0.34,8.99,8.66,8.84,0.18,8.84,0.70,1.57,1.57,0.63,2.92,7.45,4.97,453.19,0.86,0.87,-4.48,-4.30,2.32,2.60
382,9.20,8.75,0.45,9.20,8.87,8.64,0.23,8.87,0.70,0.86,0.86,0.73,3.55,8.00,4.98,445.16,0.85,0.96,-5.27,-4.09,1.67,3.50
383,8.86,8.27,0.59,8.86,9.12,8.43,0.69,9.12,1.84,1.83,1.84,0.55,2.23,8.88,6.98,664.47,0.96,0.96,-3.84,-3.95,3.72,3.60
384,9.07,8.90,0.17,9.07,8.64,8.83,0.20,8.83,0.91,2.84,2.84,0.72,3.36,8.00,5.14,464.12,0.84,0.92,-5.13,-4.01,1.60,3.32
385,9.01,8.75,0.27,9.01,9.00,8.69,0.31,9.00,0.97,0.62,0.97,0.53,3.29,7.97,5.17,467.52,0.80,0.95,-4.72,-3.92,1.71,3.63
386,8.44,8.85,0.40,8.85,8.67,8.44,0.23,8.67,1.05,1.88,1.88,0.79,3.38,8.39,5.52,501.47,0.94,0.90,-3.48,-5.31,3.92,1.85
387,8.83,8.73,0.10,8.83,8.68,8.70,0.02,8.70,0.75,0.98,0.98,0.58,2.58,5.86,3.67,328.82,0.80,0.89,-4.82,-4.83,1.62,2.36
388,8.40,8.97,0.57,8.97,8.65,8.81,0.16,8.81,0.87,1.82,1.82,0.85,2.59,8.64,6.44,604.95,0.96,0.88,-4.26,-3.98,3.53,2.84
389,8.45,8.07,0.38,8.45,8.82,8.47,0.35,8.82,1.48,1.50,1.50,0.57,3.04,8.00,5.42,496.36,0.96,0.88,-4.32,-4.67,3.31,2.29
390,8.84,8.83,0.01,8.84,8.69,8.75,0.06,8.75,0.75,1.71,1.71,0.65,2.68,8.92,6.64,624.16,0.89,0.95,-4.00,-3.88,3.14,3.61
391,8.92,8.55,0.37,8.92,8.80,8.51,0.28,8.80,1.09,2.24,2.24,0.52,2.40,8.19,6.15,579.23,0.88,0.95,-4.64,-3.45,2.39,3.98
392,8.88,9.85,0.97,9.85,8.86,9.08,0.22,9.08,1.02,0.88,1.02,0.87,3.76,6.74,3.54,298.16,0.92,0.73,-5.22,-4.43,2.33,1.57
393,9.05,9.35,0.30,9.35,9.10,9.11,0.02,9.11,1.46,0.43,1.46,0.68,3.03,7.00,4.43,397.27,0.93,0.90,-5.10,-4.99,2.29,2.18
394,9.73,9.14,0.59,9.73,9.32,8.68,0.64,9.32,0.42,0.82,0.82,0.62,2.61,5.75,3.52,313.31,0.76,0.86,-4.99,-4.44,1.27,2.44
395,8.69,8.71,0.03,8.71,8.55,8.65,0.10,8.65,1.24,1.11,1.24,0.61,3.50,8.00,5.02,449.86,0.91,0.87,-4.47,-4.54,2.64,2.28
396,9.02,9.18,0.16,9.18,8.58,8.66,0.09,8.66,1.01,1.09,1.09,0.73,3.80,8.00,4.77,420.33,0.92,0.74,-3.83,-4.80,3.52,1.30
397,8.39,8.61,0.22,8.61,8.70,8.32,0.38,8.70,2.13,1.49,2.13,0.43,2.33,7.64,5.66,531.15,0.88,0.92,-4.46,-4.18,2.44,3.19
398,8.65,8.55,0.10,8.65,8.68,8.85,0.18,8.85,0.92,1.63,1.63,0.74,3.53,10.01,7.01,647.54,0.95,0.95,-3.89,-3.89,3.54,3.54
399,8.77,8.64,0.13,8.77,8.50,9.06,0.57,9.06,1.32,1.29,1.32,0.57,3.28,7.72,4.94,444.39,0.83,0.93,-4.79,-4.34,1.91,3.06
400,9.16,8.75,0.41,9.16,8.61,8.77,0.16,8.77,0.46,1.07,1.07,0.78,2.95,7.27,4.76,432.23,0.79,0.93,-5.02,-3.79,1.28,3.57
401,9.05,8.55,0.50,9.05,9.01,8.61,0.40,9.01,1.33,1.27,1.33,0.51,3.31,7.76,4.94,444.43,0.92,0.89,-4.51,-4.86,2.82,2.18
402,8.86,8.81,0.05,8.86,8.69,8.68,0.01,8.69,1.10,1.25,1.25,0.78,2.46,8.31,6.22,585.23,0.94,0.95,-4.73,-3.95,2.78,3.57
403,8.42,9.35,0.93,9.35,8.54,9.07,0.54,9.07,2.12,0.46,2.12,0.40,3.22,8.00,5.26,477.63,0.93,0.81,-3.77,-5.13,3.61,1.47
404,8.48,8.33,0.16,8.48,8.65,8.48,0.17,8.65,2.27,1.98,2.27,0.51,2.55,8.64,6.48,609.31,0.91,0.98,-4.07,-4.29,3.05,3.40
405,9.15,8.60,0.54,9.15,8.74,8.62,0.12,8.74,1.48,1.70,1.70,0.74,3.04,8.00,5.42,495.91,0.89,0.92,-5.21,-3.87,1.95,3.48
406,8.84,8.64,0.20,8.84,8.50,8.72,0.22,8.72,1.10,1.76,1.76,0.74,3.06,8.79,6.19,573.59,0.91,0.94,-4.83,-3.54,2.40,3.83
407,8.71,8.41,0.30,8.71,8.68,8.63,0.05,8.68,1.42,1.68,1.68,0.79,3.76,9.36,6.17,560.28,0.94,0.96,-3.88,-4.80,3.42,2.68
408,9.06,8.98,0.07,9.06,8.74,8.72,0.02,8.74,1.82,0.78,1.82,0.60,4.05,7.58,4.14,352.95,0.85,0.89,-5.04,-4.99,1.77,2.16
409,8.79,8.42,0.38,8.79,8.64,8.59,0.05,8.64,1.02,1.78,1.78,0.80,3.19,8.86,6.15,567.00,0.94,0.91,-3.99,-3.99,3.37,3.12
410,8.19,9.01,0.81,9.01,8.36,8.57,0.21,8.57,2.26,0.84,2.26,0.55,3.44,7.86,4.93,441.76,0.92,0.85,-4.13,-5.10,3.16,1.84
411,8.81,8.45,0.36,8.81,8.58,8.80,0.22,8.80,0.83,2.16,2.16,0.83,3.99,8.00,4.61,401.38,0.75,0.95,-4.83,-4.37,1.36,3.38
412,8.88,9.00,0.12,9.00,8.87,8.76,0.10,8.87,1.18,1.31,1.31,0.55,3.09,8.75,6.12,565.67,0.98,0.86,-3.54,-4.84,4.09,1.84
413,9.36,8.85,0.52,9.36,9.02,8.88,0.14,9.02,0.95,1.14,1.14,0.49,3.36,8.00,5.15,464.50,0.95,0.83,-4.35,-4.80,3.15,1.80
414,8.53,8.81,0.28,8.81,8.53,8.90,0.38,8.90,0.60,1.36,1.36,0.79,3.44,8.00,5.07,455.51,0.86,0.92,-4.91,-4.04,1.87,3.24
415,8.96,8.44,0.52,8.96,9.05,8.79,0.26,9.05,1.86,2.13,2.13,0.52,2.79,8.52,6.15,573.44,0.91,0.94,-4.37,-4.08,2.80,3.19
416,8.48,8.63,0.16,8.63,8.55,8.67,0.12,8.67,2.97,1.35,2.97,0.40,2.71,8.85,6.55,614.12,0.95,0.89,-3.42,-4.78,4.04,2.18
417,8.60,8.49,0.11,8.60,8.86,8.39,0.46,8.86,1.94,1.61,1.94,0.72,2.98,8.84,6.31,586.63,0.88,0.94,-4.50,-3.31,2.39,3.94
418,8.64,8.83,0.20,8.83,8.68,8.72,0.05,8.72,1.42,0.90,1.42,0.69,2.58,7.29,5.10,470.98,0.86,0.94,-5.43,-3.79,1.55,3.72
419,8.60,8.62,0.02,8.62,8.49,8.55,0.06,8.55,1.07,1.38,1.38,0.91,3.19,7.65,4.94,446.25,0.85,0.88,-4.37,-4.34,2.29,2.68
420,8.73,9.11,0.38,9.11,8.86,8.85,0.01,8.86,1.09,0.78,1.09,0.58,3.53,8.23,5.23,469.94,0.90,0.78,-3.47,-4.87,3.69,1.47
421,8.62,8.57,0.05,8.62,8.36,8.68,0.33,8.68,0.99,1.32,1.32,0.74,2.72,6.40,4.09,367.76,0.89,0.90,-4.95,-4.97,2.04,2.15
422,8.90,8.57,0.33,8.90,8.75,8.35,0.40,8.75,1.28,0.91,1.28,0.48,3.53,8.00,5.00,447.38,0.89,0.88,-4.68,-4.31,2.29,2.62
423,9.11,8.66,0.46,9.11,8.69,8.55,0.14,8.69,0.82,1.99,1.99,0.58,2.80,8.55,6.17,574.59,0.76,0.97,-4.35,-3.23,1.68,4.39
424,9.01,8.87,0.14,9.01,8.86,8.70,0.16,8.86,1.04,1.57,1.57,0.84,2.93,7.30,4.80,436.37,0.92,0.90,-4.62,-4.96,2.73,2.12
425,8.79,8.62,0.18,8.79,8.60,8.71,0.11,8.71,0.82,1.10,1.10,0.79,3.05,7.21,4.62,416.15,0.84,0.93,-4.93,-4.32,1.78,3.10
426,8.04,8.98,0.94,8.98,8.46,8.94,0.49,8.94,4.31,0.67,4.31,0.33,3.09,7.86,5.23,476.23,0.97,0.91,-4.66,-5.17,2.96,2.13
427,8.60,9.00,0.40,9.00,8.61,8.66,0.05,8.66,1.16,1.44,1.44,0.79,3.49,8.00,5.03,450.65,0.92,0.90,-4.32,-5.03,2.85,2.08
428,8.85,9.10,0.26,9.10,8.70,8.82,0.13,8.82,0.76,1.13,1.13,0.58,2.96,7.49,4.97,452.94,0.92,0.87,-4.02,-5.34,3.29,1.69
429,8.92,8.80,0.12,8.92,8.40,8.92,0.52,8.92,1.17,1.70,1.70,0.74,3.09,7.41,4.78,431.93,0.85,0.91,-4.88,-4.19,1.87,3.06
430,8.60,8.27,0.33,8.60,8.61,8.47,0.14,8.61,0.86,1.41,1.41,0.67,3.09,8.00,5.37,490.63,0.94,0.95,-4.94,-4.36,2.37,2.94
431,9.02,8.63,0.38,9.02,8.82,9.06,0.24,9.06,0.50,1.43,1.43,0.87,3.10,7.13,4.49,402.39,0.80,0.96,-5.10,-4.28,1.41,3.41
432,9.04,8.57,0.47,9.04,8.76,8.61,0.14,8.76,1.29,0.93,1.29,0.61,3.06,8.74,6.14,568.06,0.86,0.94,-4.44,-3.37,2.23,3.90
433,9.28,8.86,0.42,9.28,9.02,8.69,0.32,9.02,0.95,1.06,1.06,0.49,3.96,7.21,3.84,324.92,0.81,0.83,-4.48,-5.08,2.07,1.53
434,8.93,8.75,0.18,8.93,8.87,8.65,0.22,8.87,1.46,1.10,1.46,0.66,3.29,8.00,5.21,471.29,0.91,0.83,-3.76,-4.95,3.61,1.74
435,9.06,9.06,0.00,9.06,8.69,8.88,0.19,8.88,0.73,1.23,1.23,0.75,3.45,7.38,4.45,392.75,0.72,0.92,-4.71,-4.20,1.20,3.24
436,8.58,10.11,1.52,10.11,8.78,9.45,0.67,9.45,0.69,0.62,0.69,0.78,3.71,8.00,4.84,428.67,0.95,0.51,-3.45,-3.44,4.19,0.78
437,8.55,8.96,0.41,8.96,8.62,9.01,0.39,9.01,1.20,1.63,1.63,0.60,3.14,7.83,5.16,469.01,0.91,0.78,-3.92,-4.20,3.30,1.95
438,8.15,8.76,0.61,8.76,8.37,8.87,0.51,8.87,0.93,2.07,2.07,0.84,1.96,7.55,5.88,558.67,0.91,0.93,-3.99,-4.44,3.14,2.93
439,8.23,8.46,0.24,8.46,8.76,8.47,0.29,8.76,2.66,1.26,2.66,0.59,3.19,9.42,6.71,623.20,0.98,0.89,-3.65,-4.26,4.01,2.71
440,8.52,9.12,0.60,9.12,8.74,8.67,0.07,8.74,1.63,0.74,1.63,0.61,3.21,6.74,4.01,352.49,0.88,0.79,-4.41,-4.87,2.69,1.55
441,8.78,8.24,0.54,8.78,8.76,8.43,0.33,8.76,0.70,1.50,1.50,0.67,3.34,8.00,5.16,466.41,0.89,0.92,-4.90,-4.23,2.29,3.07
442,8.70,8.60,0.10,8.70,8.64,8.56,0.07,8.64,2.03,2.54,2.54,0.60,3.09,7.84,5.22,475.42,0.93,0.88,-4.26,-4.78,2.97,2.04
443,9.17,8.63,0.54,9.17,9.01,8.98,0.03,9.01,0.87,1.35,1.35,0.65,3.28,8.00,5.21,471.75,0.84,0.97,-5.62,-3.77,1.28,3.90
444,8.52,8.44,0.08,8.52,8.48,8.26,0.22,8.48,1.57,1.57,1.57,0.81,3.10,9.39,6.76,629.06,0.94,0.96,-3.93,-4.06,3.43,3.36
445,8.82,8.90,0.07,8.90,8.87,8.58,0.29,8.87,1.24,0.95,1.24,0.64,3.89,7.73,4.42,383.84,0.82,0.91,-4.93,-4.64,1.71,2.65
446,9.10,8.79,0.31,9.10,8.77,8.82,0.05,8.82,1.16,0.60,1.16,0.59,3.04,7.47,4.89,443.50,0.91,0.90,-5.16,-4.17,2.16,2.96
447,8.53,8.75,0.22,8.75,8.92,8.67,0.25,8.92,3.28,1.22,3.28,0.49,3.50,8.00,5.02,449.51,0.93,0.86,-4.39,-5.15,3.03,1.87
