,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,SemiVar0,SemiVar1,Max SemiVar,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,Payout Cost,s_1,s_2,p1,p2
335,9.07,9.44,0.37,9.44,9.12,9.35,0.23,9.35,0.85,1.18,1.18,0.82,7.90,11.11,4.39,320.82,6.02,6.27,2.39,2.28
336,8.76,9.06,0.30,9.06,9.30,9.14,0.17,9.30,1.29,1.15,1.29,0.82,8.95,15.03,7.42,607.78,4.50,4.40,3.81,3.83
337,8.80,9.40,0.60,9.40,9.03,9.52,0.49,9.52,1.30,0.50,1.30,0.95,9.86,13.97,5.59,411.63,4.40,6.31,3.84,2.36
338,9.07,8.48,0.58,9.07,8.88,8.83,0.05,8.88,1.11,1.41,1.41,0.71,6.91,13.29,7.42,638.12,4.45,4.27,3.76,3.96
339,9.42,8.87,0.55,9.42,9.40,8.98,0.42,9.40,0.49,1.17,1.17,0.90,8.66,13.09,5.73,443.05,6.35,4.41,2.30,3.84
340,9.03,9.84,0.81,9.84,9.14,9.55,0.41,9.55,0.86,1.18,1.18,0.83,9.38,14.03,6.06,465.13,4.44,6.19,3.86,2.44
341,9.47,9.35,0.12,9.47,9.35,9.23,0.13,9.35,1.08,1.72,1.72,0.74,8.74,15.18,7.75,644.25,4.51,4.46,3.92,3.76
342,8.75,8.91,0.16,8.91,9.44,9.14,0.30,9.44,1.48,0.84,1.48,0.73,8.60,14.16,6.85,556.43,4.59,5.16,3.86,3.27
343,8.77,8.80,0.03,8.80,9.11,9.04,0.07,9.11,2.67,2.43,2.67,0.53,8.68,15.77,8.39,708.49,4.63,4.31,3.79,3.92
344,8.82,9.58,0.77,9.58,9.01,9.41,0.40,9.41,1.45,0.46,1.45,0.70,6.90,11.42,5.56,452.02,4.68,6.59,3.74,2.22
345,9.40,8.83,0.57,9.40,9.26,9.01,0.25,9.26,0.51,1.61,1.61,0.90,10.41,16.00,7.15,559.27,4.68,4.31,3.61,3.68
346,8.99,8.89,0.10,8.99,9.13,8.98,0.15,9.13,1.61,1.86,1.86,0.78,9.57,14.89,6.75,531.14,6.12,4.28,2.49,3.94
347,8.67,9.14,0.48,9.14,8.76,9.11,0.35,9.11,1.75,0.92,1.75,0.77,10.31,16.00,7.24,569.17,5.00,4.65,3.22,3.64
348,8.77,8.66,0.11,8.77,9.14,9.00,0.14,9.14,0.77,1.18,1.18,0.83,8.93,14.52,6.92,558.40,4.46,4.79,3.72,3.41
349,9.34,8.98,0.35,9.34,9.09,9.08,0.01,9.09,0.75,0.76,0.76,0.86,9.18,13.26,5.46,407.88,6.51,4.88,2.04,3.54
350,9.00,8.65,0.35,9.00,9.08,8.99,0.09,9.08,0.89,0.69,0.89,0.84,9.57,13.85,5.72,428.87,6.06,4.66,2.38,3.47
351,9.19,8.59,0.60,9.19,9.33,9.09,0.24,9.33,1.68,3.67,3.67,0.71,9.00,15.59,7.95,659.57,4.50,4.62,3.78,3.64
352,9.03,8.61,0.42,9.03,8.93,9.17,0.24,9.17,1.43,2.47,2.47,0.77,7.80,12.40,5.77,460.00,5.99,4.61,2.38,3.62
353,8.58,8.62,0.04,8.62,8.66,8.85,0.19,8.85,1.14,1.60,1.60,0.65,8.69,14.84,7.45,614.46,4.35,4.53,3.67,3.59
354,8.90,8.88,0.01,8.90,9.19,9.02,0.17,9.19,0.91,1.05,1.05,0.85,8.78,14.78,7.32,599.86,4.73,4.42,3.75,3.76
355,9.02,9.10,0.09,9.10,9.12,9.20,0.08,9.20,1.01,1.20,1.20,0.80,9.20,15.10,7.28,589.93,4.46,4.69,3.78,3.61
356,8.68,9.08,0.40,9.08,8.91,9.01,0.10,9.01,1.31,1.09,1.31,0.75,9.13,13.62,5.86,449.13,4.58,6.31,3.53,2.11
357,8.82,8.76,0.06,8.82,8.94,8.93,0.01,8.94,1.79,0.86,1.79,0.83,8.70,14.22,6.82,551.96,4.29,5.45,3.80,2.88
358,9.16,8.65,0.51,9.16,9.21,9.01,0.20,9.21,0.89,1.08,1.08,0.74,7.98,14.66,7.88,668.01,4.34,4.41,3.95,3.73
359,8.97,8.59,0.38,8.97,9.09,8.74,0.35,9.09,1.26,1.85,1.85,0.78,9.01,15.60,7.94,658.66,4.60,4.13,3.65,3.97
360,8.78,9.48,0.70,9.48,9.16,9.43,0.27,9.43,1.28,0.97,1.28,0.81,10.00,14.58,6.08,458.39,4.72,6.40,3.62,2.27
361,8.81,8.60,0.21,8.81,8.88,8.94,0.06,8.94,1.20,1.74,1.74,0.87,8.41,14.54,7.39,612.96,4.27,4.61,3.97,3.70
362,8.84,8.61,0.23,8.84,8.86,9.09,0.22,9.09,1.02,1.70,1.70,0.94,10.00,15.76,7.26,576.10,4.40,4.54,3.82,3.72
363,9.27,9.23,0.04,9.27,9.27,9.13,0.13,9.27,0.63,1.34,1.34,0.94,6.83,11.14,5.34,431.25,5.87,4.78,2.60,3.46
364,8.90,9.25,0.34,9.25,9.08,9.44,0.36,9.44,2.22,1.75,2.22,0.77,11.57,15.36,5.53,378.99,6.32,6.05,2.30,2.51
365,9.33,8.81,0.52,9.33,9.32,9.17,0.15,9.32,1.08,1.21,1.21,0.94,8.91,12.68,5.11,377.47,6.63,4.59,2.11,3.81
366,8.97,9.07,0.10,9.07,9.35,9.50,0.14,9.50,1.90,0.97,1.90,0.82,8.55,14.10,6.83,554.41,4.87,4.88,3.51,3.51
367,9.58,9.15,0.43,9.58,9.45,9.10,0.35,9.45,1.37,1.08,1.37,0.68,8.66,15.25,7.89,659.46,4.65,4.42,3.78,3.90
368,9.38,9.32,0.06,9.38,9.57,9.36,0.21,9.57,0.59,0.93,0.93,0.83,8.53,11.97,4.72,343.68,5.90,6.67,2.69,2.19
369,9.07,9.01,0.06,9.07,9.09,9.02,0.07,9.09,2.00,1.20,2.00,0.69,10.45,14.22,5.34,376.88,6.04,6.15,2.18,2.33
370,8.78,8.55,0.23,8.78,9.04,9.22,0.18,9.22,1.19,1.83,1.83,0.87,8.46,14.57,7.38,611.13,4.37,4.54,3.93,3.83
371,9.11,8.59,0.52,9.11,9.12,8.75,0.38,9.12,0.94,2.04,2.04,0.83,9.40,15.10,7.11,570.53,4.39,4.57,3.78,3.66
372,9.06,9.08,0.02,9.08,9.00,8.94,0.06,9.00,1.66,1.09,1.66,0.88,9.68,14.31,6.09,463.59,4.16,5.96,3.94,2.38
373,9.00,9.09,0.08,9.09,9.31,9.07,0.24,9.31,1.14,0.67,1.14,0.69,8.68,13.06,5.67,437.14,6.34,4.81,2.40,3.59
374,8.51,8.86,0.34,8.86,8.57,8.81,0.24,8.81,0.99,1.11,1.11,0.82,6.44,11.38,5.90,493.70,4.44,6.08,3.80,2.45
375,9.26,9.19,0.07,9.26,9.41,9.12,0.29,9.41,0.84,1.08,1.08,0.72,9.80,13.02,4.69,321.48,6.40,6.26,2.40,2.42
376,8.79,8.64,0.15,8.79,9.11,8.88,0.23,9.11,1.90,1.20,1.90,0.78,9.25,16.00,8.13,674.54,3.97,4.19,4.13,3.95
377,8.95,9.18,0.24,9.18,9.20,9.30,0.10,9.30,0.65,0.57,0.65,0.83,10.55,15.04,6.07,449.31,6.22,4.40,2.27,3.79
378,9.64,8.93,0.71,9.64,9.72,9.29,0.43,9.72,1.02,1.36,1.36,0.91,10.64,15.00,5.95,435.80,6.05,5.02,2.57,3.42
379,8.95,9.43,0.47,9.43,9.00,9.39,0.39,9.39,1.39,1.11,1.39,0.81,9.17,14.92,7.12,574.70,4.44,4.61,3.87,3.57
380,9.04,8.46,0.58,9.04,9.01,8.89,0.13,9.01,1.52,1.16,1.52,0.81,9.60,15.10,6.94,549.85,5.08,4.32,3.21,3.84
381,9.24,9.05,0.20,9.24,9.38,9.27,0.11,9.38,1.61,0.84,1.61,0.68,7.94,13.39,6.64,544.71,5.48,4.75,3.11,3.65
382,8.76,8.84,0.09,8.84,9.08,8.99,0.08,9.08,0.88,0.90,0.90,0.87,10.13,15.59,6.98,545.50,4.56,4.93,3.60,3.24
383,9.32,8.77,0.54,9.32,9.56,9.29,0.28,9.56,1.07,1.60,1.60,0.78,8.32,13.00,5.92,467.53,6.47,4.53,2.10,3.71
384,9.44,9.53,0.09,9.53,9.26,9.56,0.30,9.56,0.78,0.98,0.98,0.92,6.21,10.10,4.82,388.78,4.76,6.33,3.61,2.27
385,8.62,9.41,0.79,9.41,8.70,9.18,0.48,9.18,1.02,0.84,1.02,0.67,9.62,14.35,6.17,473.08,4.39,6.41,3.69,2.15
386,8.46,8.89,0.44,8.89,8.53,8.86,0.33,8.86,1.05,1.02,1.05,0.86,8.04,14.27,7.44,623.60,4.32,4.49,3.79,3.64
387,9.15,9.28,0.13,9.28,9.20,9.59,0.39,9.59,1.40,1.65,1.65,0.74,9.52,14.96,6.87,544.32,4.41,6.35,3.94,2.27
388,8.92,8.62,0.30,8.92,8.93,8.95,0.01,8.95,0.84,1.13,1.13,0.77,10.28,14.40,5.67,412.49,6.08,5.57,2.38,2.91
389,8.76,9.08,0.32,9.08,9.28,9.27,0.02,9.28,0.96,1.35,1.35,0.93,10.20,14.02,5.34,381.46,4.97,5.91,3.49,2.66
390,8.66,9.22,0.57,9.22,9.16,9.21,0.05,9.21,1.59,0.94,1.59,0.93,7.57,10.99,4.56,342.36,5.94,5.53,2.70,2.87
391,8.98,8.80,0.19,8.98,9.46,9.00,0.45,9.46,1.07,1.29,1.29,0.71,8.52,14.38,7.14,586.56,4.70,4.65,3.81,3.74
392,9.25,9.03,0.22,9.25,9.26,9.26,0.00,9.26,1.75,0.67,1.75,0.67,8.57,13.82,6.54,525.14,4.50,6.16,3.81,2.48
393,9.19,8.45,0.74,9.19,9.24,8.94,0.30,9.24,1.16,1.18,1.18,0.89,8.43,12.55,5.39,412.15,6.46,4.71,2.29,3.62
394,9.02,8.52,0.49,9.02,8.98,8.71,0.27,8.98,0.85,0.92,0.92,0.76,9.77,14.37,6.06,459.87,6.22,4.47,2.30,3.93
395,9.14,9.44,0.30,9.44,9.14,9.45,0.31,9.45,1.13,0.53,1.13,0.81,9.16,13.62,5.84,446.69,4.86,6.01,3.59,2.54
396,9.08,9.15,0.07,9.15,9.24,9.28,0.05,9.28,1.63,1.71,1.71,0.79,8.46,12.33,5.14,387.01,6.10,6.37,2.40,2.31
397,9.09,9.06,0.03,9.09,8.98,9.51,0.53,9.51,0.82,0.95,0.95,0.84,8.62,14.49,7.16,586.42,5.00,4.59,3.29,3.78
398,8.34,9.39,1.05,9.39,8.84,9.30,0.46,9.30,1.63,1.83,1.83,0.84,9.25,15.41,7.55,616.26,4.34,4.66,3.74,3.72
399,8.63,9.31,0.68,9.31,8.87,9.25,0.39,9.25,2.39,1.11,2.39,0.77,8.26,14.19,7.18,593.78,4.94,4.68,3.32,3.66
400,8.84,9.08,0.24,9.08,8.95,9.08,0.12,9.08,0.56,1.35,1.35,0.78,9.16,15.30,7.52,614.41,4.31,4.32,3.85,3.84
401,9.00,9.06,0.06,9.06,9.16,9.24,0.08,9.24,1.58,1.15,1.58,0.88,9.98,15.80,7.32,582.38,4.57,4.53,3.87,3.80
402,8.93,9.07,0.14,9.07,9.27,9.04,0.23,9.27,1.47,0.81,1.47,0.81,10.17,14.66,6.01,448.94,4.68,5.77,3.84,2.74
403,8.74,9.40,0.67,9.40,9.32,9.22,0.10,9.32,1.40,1.02,1.40,0.88,9.44,15.10,7.08,566.06,4.28,4.32,3.93,3.82
404,8.71,8.60,0.11,8.71,8.84,9.38,0.54,9.38,0.57,1.51,1.51,0.95,7.94,13.58,6.83,563.46,4.59,4.37,3.53,3.87
405,8.81,8.66,0.14,8.81,8.99,8.97,0.01,8.99,1.34,1.77,1.77,0.81,9.56,15.90,7.78,634.20,4.32,4.37,3.82,3.75
406,8.85,8.83,0.02,8.85,9.08,8.83,0.25,9.08,1.28,0.86,1.28,0.68,8.06,13.67,6.81,560.23,4.68,4.87,3.63,3.48
407,9.43,9.52,0.09,9.52,9.21,9.29,0.09,9.29,0.93,1.18,1.18,0.91,7.85,12.34,5.67,449.22,4.68,5.80,3.72,2.68
408,8.70,8.50,0.20,8.70,9.01,8.73,0.28,9.01,1.71,1.69,1.71,0.74,10.18,16.00,7.34,581.72,4.42,4.68,3.57,3.33
409,9.01,9.25,0.23,9.25,9.06,9.40,0.34,9.40,2.23,0.72,2.23,0.72,7.31,12.68,6.46,536.57,4.35,6.41,3.79,2.19
410,8.68,8.61,0.07,8.68,8.73,8.90,0.17,8.90,1.32,1.61,1.61,0.64,8.72,15.26,7.85,654.51,4.45,4.15,3.51,3.91
411,9.04,9.32,0.28,9.32,9.14,9.30,0.16,9.30,1.19,0.85,1.19,0.63,8.86,13.94,6.42,508.71,6.28,4.64,2.18,3.76
412,8.38,8.74,0.36,8.74,9.04,9.16,0.12,9.16,3.16,1.48,3.16,0.72,8.82,14.39,6.89,556.76,4.32,5.53,4.03,3.08
413,8.89,9.22,0.32,9.22,9.09,9.44,0.35,9.44,1.29,1.01,1.29,0.84,9.87,16.00,7.61,612.89,4.90,4.49,3.57,3.87
414,9.31,8.82,0.49,9.31,9.17,9.22,0.04,9.22,0.63,0.73,0.73,0.81,9.89,14.10,5.69,421.09,6.34,4.51,2.16,3.76
415,8.81,8.88,0.08,8.88,9.23,9.00,0.23,9.23,0.70,0.64,0.70,0.87,9.92,15.60,7.16,567.27,4.65,4.69,3.77,3.77
416,9.12,9.20,0.08,9.20,9.20,9.22,0.02,9.22,1.12,1.02,1.12,0.85,8.97,13.13,5.51,416.22,5.06,6.01,3.44,2.58
417,9.02,8.89,0.13,9.02,9.36,9.21,0.15,9.36,0.85,1.15,1.15,0.93,9.54,13.88,5.77,434.14,4.71,6.35,3.83,2.36
418,8.85,8.37,0.48,8.85,9.10,8.78,0.32,9.10,1.73,2.68,2.68,0.58,9.57,16.00,7.87,643.12,4.49,4.56,3.78,3.67
419,8.78,9.09,0.32,9.09,9.22,9.25,0.03,9.25,1.24,0.78,1.24,0.73,10.65,16.00,6.95,534.87,6.08,4.29,2.42,3.94
420,9.15,8.89,0.26,9.15,9.44,9.15,0.29,9.44,1.33,1.40,1.40,0.92,8.63,13.47,6.14,484.38,5.79,4.71,2.75,3.76
421,9.03,8.99,0.04,9.03,9.13,8.97,0.15,9.13,1.50,0.77,1.50,0.80,10.22,15.16,6.47,493.76,5.55,4.53,2.83,3.80
422,8.81,8.52,0.29,8.81,9.17,8.75,0.43,9.17,2.50,2.39,2.50,0.33,9.32,15.10,7.18,578.11,6.06,4.60,2.39,3.59
423,8.79,8.74,0.05,8.79,8.97,8.96,0.01,8.97,1.06,1.54,1.54,0.74,7.75,14.07,7.48,632.27,4.42,4.92,3.82,3.38
424,8.92,9.13,0.20,9.13,8.94,9.32,0.38,9.32,0.97,0.72,0.97,0.80,9.57,15.45,7.31,587.96,4.64,4.78,3.68,3.64
425,8.88,8.94,0.06,8.94,9.01,8.80,0.22,9.01,2.41,1.45,2.41,0.65,10.21,16.00,7.32,578.66,5.31,4.46,2.88,3.69
426,9.06,9.09,0.03,9.09,9.04,9.12,0.07,9.12,1.01,1.19,1.19,0.86,10.29,14.46,5.71,416.89,6.25,4.77,2.17,3.32
427,8.89,8.30,0.59,8.89,8.76,8.97,0.21,8.97,1.43,1.18,1.43,0.69,8.45,15.18,8.00,673.69,4.18,4.31,3.83,3.87
428,8.73,9.76,1.03,9.76,8.98,9.50,0.53,9.50,1.43,1.22,1.43,0.89,10.82,15.72,6.52,489.48,4.31,6.38,3.96,2.22
429,8.71,8.87,0.16,8.87,8.77,9.03,0.26,9.03,1.48,1.53,1.53,0.78,8.70,13.52,6.12,481.76,4.44,6.20,3.78,2.34
430,8.85,8.59,0.26,8.85,9.22,9.38,0.17,9.38,1.56,1.68,1.68,0.81,8.73,14.18,6.75,544.13,5.30,4.48,3.02,3.73
431,8.94,8.98,0.04,8.98,9.22,9.12,0.11,9.22,1.59,0.84,1.59,0.92,9.83,15.00,6.65,517.40,5.66,4.42,2.81,4.01
432,9.37,8.50,0.87,9.37,9.56,8.86,0.70,9.56,0.95,2.06,2.06,0.66,7.64,13.42,6.92,577.59,6.18,4.04,2.53,4.26
433,9.25,9.93,0.68,9.93,9.32,9.75,0.43,9.75,1.07,0.94,1.07,0.78,10.51,15.02,6.09,451.03,4.73,6.58,3.58,2.10
434,9.08,9.01,0.06,9.08,9.11,9.31,0.20,9.31,1.83,1.95,1.95,0.73,9.21,12.89,5.06,367.88,6.12,5.69,2.18,2.66
435,9.76,9.57,0.19,9.76,9.60,9.71,0.11,9.71,1.38,1.00,1.38,0.89,12.20,15.07,4.71,287.60,6.43,6.20,2.48,2.51
436,8.57,9.18,0.61,9.18,9.04,9.13,0.09,9.13,1.15,0.98,1.15,0.82,9.28,15.21,7.33,593.65,4.51,4.76,3.90,3.78
437,9.00,8.58,0.41,9.00,8.90,8.80,0.10,8.90,0.68,1.64,1.64,0.95,9.18,14.48,6.67,529.46,5.08,4.64,3.35,3.54
438,9.17,8.66,0.51,9.17,9.28,9.29,0.01,9.29,0.89,1.49,1.49,0.88,8.07,11.72,4.86,364.85,6.05,5.79,2.50,2.79
439,8.86,8.79,0.07,8.86,9.04,9.08,0.04,9.08,0.51,2.25,2.25,0.83,10.02,16.00,7.48,597.93,4.48,4.94,3.82,3.55
440,8.61,9.02,0.41,9.02,8.71,8.94,0.23,8.94,1.60,0.92,1.60,0.81,8.70,14.60,7.20,589.76,4.51,4.53,3.67,3.60
441,9.09,8.87,0.22,9.09,9.29,9.26,0.03,9.29,1.19,1.07,1.19,0.85,10.25,14.79,6.07,453.42,4.47,6.37,4.01,2.43
442,8.60,8.81,0.21,8.81,9.16,9.16,0.01,9.16,1.61,1.19,1.61,0.83,10.12,15.85,7.25,573.75,4.59,4.52,3.62,3.82
443,8.86,8.86,0.00,8.86,9.25,9.29,0.04,9.29,1.45,0.96,1.45,0.82,9.34,15.24,7.30,590.05,4.65,4.86,3.78,3.55
444,8.72,8.80,0.08,8.80,8.71,9.10,0.39,9.10,1.03,1.10,1.10,0.94,9.38,15.79,7.82,641.39,4.27,4.28,3.84,3.98
445,8.82,9.35,0.53,9.35,8.98,9.18,0.20,9.18,1.20,0.59,1.20,0.81,11.13,16.00,6.54,487.24,4.24,6.15,3.95,2.40
446,8.93,9.38,0.45,9.38,8.97,9.29,0.32,9.29,0.93,0.52,0.93,0.76,7.88,13.83,7.13,595.07,5.23,4.77,3.16,3.70
447,9.00,8.97,0.03,9.00,9.00,9.27,0.27,9.27,1.24,1.45,1.45,0.73,9.54,13.08,4.98,354.83,6.16,6.33,2.29,2.23
448,9.16,9.69,0.53,9.69,9.22,9.26,0.05,9.26,1.41,1.19,1.41,0.83,8.79,12.81,5.33,401.35,4.55,6.64,4.08,2.24
449,9.18,8.74,0.43,9.18,9.45,9.02,0.43,9.45,1.88,1.46,1.88,0.67,8.55,13.40,6.13,485.10,5.96,4.77,2.59,3.42
450,9.18,9.12,0.06,9.18,9.52,9.15,0.37,9.52,0.82,1.13,1.13,0.80,8.34,13.39,6.30,504.75,5.98,4.46,2.66,4.00
451,9.16,9.15,0.01,9.16,9.46,9.41,0.06,9.46,0.93,1.50,1.50,0.79,8.86,13.64,6.11,477.98,6.35,4.65,2.24,3.70
452,9.39,8.83,0.55,9.39,9.52,9.34,0.18,9.52,0.62,1.42,1.42,0.74,7.80,12.58,5.95,477.49,6.18,4.90,2.46,3.74
453,9.05,8.72,0.33,9.05,8.99,9.12,0.12,9.12,1.61,0.81,1.61,0.76,9.44,15.07,7.05,563.28,5.07,4.58,3.29,3.72
454,9.26,9.02,0.23,9.26,9.35,9.14,0.21,9.35,1.12,1.43,1.43,0.73,8.98,14.05,6.42,507.24,6.35,4.38,2.28,3.96
455,9.09,9.08,0.01,9.09,9.11,9.20,0.09,9.20,1.41,1.64,1.64,0.72,8.51,15.29,8.06,678.54,4.39,4.43,3.87,3.89
456,9.17,9.10,0.07,9.17,9.15,9.07,0.08,9.15,1.11,1.19,1.19,0.83,10.08,15.88,7.31,580.17,4.65,4.22,3.73,4.02
457,9.34,9.28,0.06,9.34,9.33,9.24,0.09,9.33,1.17,1.29,1.29,0.82,9.90,16.00,7.59,610.18,4.28,4.78,3.99,3.60
458,9.04,9.31,0.27,9.31,9.22,9.67,0.45,9.67,1.56,0.98,1.56,0.77,7.75,11.33,4.74,357.96,6.25,6.12,2.19,2.41
459,8.69,8.74,0.05,8.74,9.04,8.83,0.20,9.04,0.65,0.91,0.91,0.91,10.11,16.00,7.41,588.96,4.35,4.46,3.76,3.72
460,8.68,8.70,0.02,8.70,8.81,9.04,0.24,9.04,1.48,1.43,1.48,0.75,9.56,15.38,7.26,582.15,4.76,4.38,3.43,3.74
461,8.48,8.94,0.46,8.94,8.77,8.96,0.19,8.96,2.39,1.28,2.39,0.59,10.37,16.00,7.18,562.57,4.97,4.37,3.22,3.69
462,9.08,9.15,0.07,9.15,9.19,9.04,0.15,9.19,0.73,0.91,0.91,0.86,7.14,10.05,3.98,291.07,6.04,6.29,2.45,2.30
463,9.03,8.60,0.43,9.03,9.19,9.20,0.01,9.20,1.05,1.35,1.35,0.77,10.79,14.33,5.16,353.96,5.75,5.79,2.68,2.69
464,8.88,8.56,0.31,8.88,9.01,9.06,0.05,9.06,1.73,2.21,2.21,0.62,8.75,13.93,6.49,517.80,4.63,6.13,3.50,2.25
465,9.51,9.34,0.17,9.51,9.44,9.24,0.21,9.44,0.70,1.02,1.02,0.78,8.11,11.43,4.53,331.18,5.95,6.40,2.61,2.20
466,9.25,9.30,0.04,9.30,9.58,9.46,0.12,9.58,0.81,1.40,1.40,0.82,9.22,14.38,6.54,515.68,4.91,4.79,3.62,3.60
467,8.73,9.10,0.37,9.10,9.00,9.12,0.12,9.12,1.65,1.04,1.65,0.72,8.65,14.42,7.06,576.52,5.20,4.39,3.00,3.74
468,8.55,8.53,0.02,8.55,8.87,8.83,0.04,8.87,0.96,0.44,0.96,0.84,8.16,13.56,6.62,539.94,5.06,3.98,3.17,4.00
469,9.05,9.12,0.07,9.12,9.12,9.20,0.08,9.20,0.92,1.06,1.06,0.74,8.79,12.10,4.63,331.05,6.07,5.89,2.51,2.56
470,8.99,8.87,0.11,8.99,9.21,8.97,0.25,9.21,1.64,1.38,1.64,0.79,9.78,13.22,4.91,344.48,6.32,6.10,2.31,2.40
471,9.09,8.90,0.19,9.09,9.41,9.13,0.28,9.41,1.51,1.20,1.51,0.77,9.40,15.10,7.11,569.79,4.82,4.55,3.52,3.71
472,8.91,8.98,0.07,8.98,9.14,8.96,0.17,9.14,0.52,0.87,0.87,0.90,7.89,10.56,3.86,267.20,6.56,6.71,2.22,2.03
473,8.41,9.08,0.67,9.08,9.24,9.47,0.23,9.47,1.46,1.79,1.79,0.79,8.75,14.57,7.13,582.11,4.69,4.73,3.72,3.76
474,9.28,9.35,0.06,9.35,9.19,9.61,0.42,9.61,1.05,0.92,1.05,0.84,7.22,11.67,5.53,444.53,4.46,6.61,3.91,2.25
475,8.95,8.52,0.43,8.95,8.97,8.88,0.09,8.97,0.75,1.31,1.31,0.85,8.54,13.14,5.88,460.38,4.82,5.45,3.48,2.73
476,9.19,8.98,0.21,9.19,9.08,8.99,0.09,9.08,0.87,1.12,1.12,0.70,9.22,16.00,8.16,677.68,4.17,4.43,3.86,3.74
477,8.78,9.46,0.69,9.46,9.53,9.87,0.34,9.87,1.20,0.75,1.20,0.93,9.87,13.69,5.30,382.14,5.84,5.36,2.97,3.25
478,9.07,8.62,0.44,9.07,9.30,9.26,0.05,9.30,1.32,2.42,2.42,0.81,10.42,16.00,7.14,557.62,5.39,4.72,3.12,3.69
479,8.74,9.10,0.36,9.10,9.00,9.45,0.45,9.45,0.96,0.80,0.96,0.95,10.17,15.37,6.72,519.51,4.70,4.78,3.53,3.53
480,8.92,9.66,0.73,9.66,8.95,9.48,0.53,9.48,1.00,0.72,1.00,0.87,7.88,11.80,5.10,392.09,5.02,6.36,3.36,2.27
481,9.30,9.10,0.20,9.30,9.19,9.10,0.09,9.19,0.79,0.60,0.79,0.78,7.73,12.21,5.63,447.47,4.59,5.83,3.90,2.62
482,9.37,8.84,0.53,9.37,9.29,8.95,0.34,9.29,1.16,1.44,1.44,0.71,8.13,14.80,7.89,667.32,4.22,4.26,3.89,3.80
483,8.48,8.64,0.16,8.64,8.84,8.71,0.14,8.84,1.75,1.03,1.75,0.63,9.92,16.00,7.57,608.13,4.59,4.25,3.61,3.84
484,8.66,8.64,0.02,8.66,9.10,8.95,0.15,9.10,2.02,1.43,2.02,0.65,8.40,14.08,6.95,568.73,4.03,5.67,4.10,2.53
485,8.85,9.01,0.16,9.01,8.90,9.25,0.35,9.25,0.83,1.19,1.19,0.84,9.32,15.06,7.14,574.26,4.81,4.58,3.39,3.77
486,9.02,8.86,0.16,9.02,9.04,9.15,0.11,9.15,1.83,0.94,1.83,0.70,10.46,16.00,7.11,553.96,4.18,6.20,4.09,2.40
487,8.87,9.50,0.63,9.50,9.02,9.57,0.55,9.57,0.73,1.44,1.44,0.89,11.31,15.35,5.74,404.24,5.41,6.52,3.04,2.33
488,9.18,8.78,0.39,9.18,9.06,8.99,0.08,9.06,0.83,1.70,1.70,0.82,9.22,15.31,7.47,608.69,5.01,4.48,3.48,3.84
489,9.33,9.44,0.11,9.44,9.53,9.50,0.03,9.53,0.98,1.22,1.22,0.81,7.11,11.61,5.56,449.32,6.20,5.18,2.52,3.40
490,8.88,9.16,0.28,9.16,9.21,9.05,0.16,9.21,2.50,0.99,2.50,0.52,8.16,15.36,8.42,719.58,4.30,4.38,3.87,3.88
491,9.24,8.71,0.54,9.24,9.21,9.10,0.11,9.21,1.63,1.56,1.63,0.82,8.10,13.26,6.37,515.53,5.52,4.84,2.82,3.52
492,8.92,9.04,0.12,9.04,9.00,8.97,0.03,9.00,1.56,1.32,1.56,0.74,10.70,15.07,5.98,437.82,4.75,6.17,3.51,2.26
493,9.57,9.02,0.56,9.57,9.45,9.17,0.28,9.45,0.46,0.68,0.68,0.90,8.65,12.67,5.32,402.41,6.41,4.69,2.33,3.71
494,8.95,8.75,0.20,8.95,9.04,9.20,0.16,9.20,1.18,1.86,1.86,0.84,10.76,15.23,6.08,447.00,5.79,5.81,2.52,2.93
495,9.19,9.15,0.03,9.19,9.32,9.35,0.04,9.35,1.07,0.94,1.07,0.85,10.49,13.99,5.07,349.96,6.03,6.25,2.65,2.42
496,9.25,8.99,0.26,9.25,9.41,9.20,0.21,9.41,0.97,2.58,2.58,0.68,6.68,12.22,6.55,554.43,5.99,4.22,2.54,4.08
497,8.79,8.86,0.08,8.86,9.16,8.92,0.24,9.16,1.07,0.86,1.07,0.69,9.09,13.79,6.06,469.27,4.60,6.21,3.61,2.26
498,8.94,9.23,0.29,9.23,9.33,9.39,0.06,9.39,1.53,1.20,1.53,0.90,9.42,14.34,6.33,491.77,5.26,5.18,3.28,3.32
499,9.17,9.44,0.27,9.44,9.21,9.24,0.04,9.24,0.97,1.05,1.05,0.86,7.94,12.03,5.27,408.33,4.95,6.10,3.41,2.34
500,8.92,8.89,0.04,8.92,9.09,9.00,0.09,9.09,0.93,1.97,1.97,0.66,9.95,15.93,7.47,597.73,4.79,4.71,3.58,3.58
501,9.34,8.98,0.36,9.34,9.38,8.92,0.46,9.38,1.27,1.13,1.27,0.80,10.48,13.74,4.83,326.26,6.28,6.10,2.31,2.43
502,8.83,9.22,0.39,9.22,8.93,9.29,0.36,9.29,2.00,1.68,2.00,0.74,8.34,13.01,5.92,466.85,5.02,6.19,3.29,2.39
