,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,a_1,a_2,b_1,b_2
344,5.33,5.40,0.07,5.40,5.37,5.50,0.13,5.50,4.57,4.55,0.02,0.00,7.84,13.35,5.90,0.83,0.87,-3.42,-3.77
345,4.99,5.54,0.55,5.54,5.03,5.42,0.39,5.42,4.19,4.45,0.26,0.00,6.11,11.79,5.99,0.84,0.83,-3.32,-3.26
346,6.35,6.33,0.02,6.35,6.17,6.02,0.16,6.17,5.12,4.99,0.13,0.01,7.99,12.34,4.75,0.82,0.83,-3.92,-4.06
347,5.88,5.58,0.30,5.88,5.44,5.60,0.15,5.60,4.37,4.52,0.14,0.00,7.89,14.04,6.54,0.86,0.81,-3.28,-2.98
348,5.35,5.00,0.36,5.35,5.32,5.36,0.04,5.36,4.33,4.49,0.16,0.00,7.65,13.93,6.66,0.86,0.87,-3.34,-3.52
349,5.17,5.33,0.17,5.33,5.17,5.38,0.22,5.38,4.26,4.36,0.11,0.00,7.83,13.89,6.45,0.91,0.80,-3.69,-2.91
350,6.84,6.68,0.15,6.84,6.49,6.59,0.10,6.59,5.65,5.46,0.19,0.00,7.46,11.57,4.48,0.82,0.79,-4.32,-4.05
351,5.39,5.28,0.12,5.39,5.33,5.22,0.11,5.33,4.43,4.36,0.07,0.00,7.83,14.44,7.01,0.85,0.81,-3.32,-2.91
352,5.59,5.57,0.02,5.59,5.63,5.56,0.08,5.63,4.62,4.64,0.01,0.00,9.56,15.49,6.42,0.82,0.84,-3.29,-3.53
353,5.47,5.65,0.18,5.65,5.35,5.63,0.28,5.63,4.50,4.49,0.01,0.01,5.78,11.23,5.73,0.83,0.82,-3.39,-3.24
354,5.89,5.49,0.40,5.89,5.67,5.38,0.29,5.67,4.73,4.44,0.29,0.00,7.21,13.40,6.55,0.81,0.82,-3.24,-3.35
355,6.63,6.39,0.24,6.63,6.36,6.33,0.03,6.36,5.36,5.30,0.06,0.00,7.86,12.71,5.24,0.87,0.83,-4.36,-4.12
356,5.82,6.35,0.53,6.35,5.79,5.85,0.06,5.85,4.92,5.04,0.12,0.01,7.73,12.51,5.17,0.85,0.81,-3.85,-3.61
357,5.51,4.80,0.71,5.51,5.19,4.53,0.66,5.19,4.38,3.67,0.72,0.00,9.53,15.25,6.19,0.85,0.85,-3.22,-2.97
358,5.54,5.19,0.34,5.54,5.36,5.27,0.09,5.36,4.50,4.45,0.05,0.00,6.97,12.78,6.16,0.85,0.85,-3.36,-3.44
359,5.18,5.66,0.47,5.66,5.23,5.49,0.27,5.49,4.42,4.51,0.09,0.00,9.44,16.00,7.03,0.87,0.86,-3.54,-3.47
360,5.60,6.31,0.71,6.31,5.70,5.95,0.25,5.95,4.72,5.03,0.32,0.00,8.60,13.80,5.64,0.79,0.83,-3.26,-3.81
361,5.04,5.35,0.31,5.35,5.08,5.16,0.08,5.16,4.09,4.33,0.24,0.00,8.28,14.87,7.00,0.81,0.89,-2.84,-3.70
362,5.25,5.40,0.15,5.40,5.21,5.56,0.34,5.56,4.30,4.48,0.18,0.00,8.21,13.93,6.12,0.87,0.90,-3.54,-3.83
363,6.29,6.44,0.15,6.44,5.93,6.16,0.23,6.16,5.05,5.24,0.20,0.01,10.00,14.98,5.48,0.80,0.82,-3.81,-3.96
364,6.28,6.98,0.71,6.98,6.15,6.35,0.20,6.35,5.18,5.36,0.18,0.02,8.55,12.83,4.71,0.89,0.77,-4.47,-3.69
365,6.11,6.56,0.44,6.56,5.96,6.23,0.27,6.23,4.94,5.18,0.24,0.00,8.64,14.04,5.83,0.81,0.83,-3.72,-3.90
366,6.80,6.29,0.51,6.80,6.33,6.17,0.16,6.33,5.35,5.12,0.24,0.00,7.84,12.85,5.40,0.82,0.80,-3.81,-3.68
367,5.57,5.43,0.14,5.57,5.61,5.40,0.21,5.61,4.57,4.58,0.01,0.00,5.94,12.09,6.44,0.87,0.83,-3.53,-3.25
368,5.86,6.11,0.25,6.11,5.52,5.52,0.00,5.52,4.71,4.60,0.11,0.00,8.99,14.74,6.20,0.86,0.83,-3.68,-3.56
369,5.44,5.19,0.25,5.44,5.33,5.08,0.25,5.33,4.42,4.28,0.15,0.00,8.17,14.15,6.40,0.88,0.85,-3.50,-3.20
370,5.83,5.88,0.05,5.88,5.48,5.62,0.14,5.62,4.53,4.71,0.18,0.00,8.93,13.14,4.65,0.82,0.81,-3.62,-3.64
371,6.46,6.81,0.35,6.81,6.31,6.49,0.18,6.49,5.37,5.31,0.06,0.03,7.79,11.96,4.57,0.85,0.74,-4.34,-3.54
372,5.36,5.93,0.57,5.93,5.26,5.50,0.24,5.50,4.40,4.59,0.19,0.00,10.35,16.00,6.17,0.84,0.84,-3.37,-3.53
373,6.16,6.44,0.27,6.44,5.99,6.15,0.16,6.15,5.18,5.18,0.01,0.00,8.63,13.42,5.22,0.82,0.78,-4.04,-3.55
374,6.34,6.73,0.39,6.73,6.12,6.39,0.27,6.39,5.21,5.44,0.24,0.01,7.78,12.26,4.87,0.79,0.75,-3.83,-3.58
375,5.90,6.24,0.33,6.24,5.73,5.94,0.22,5.94,4.92,5.30,0.37,0.01,8.58,13.11,4.96,0.81,0.84,-3.59,-4.10
376,6.01,6.24,0.23,6.24,5.76,6.21,0.45,6.21,4.86,5.18,0.32,0.02,7.87,12.38,4.91,0.80,0.85,-3.54,-4.13
377,6.18,5.74,0.43,6.18,5.79,5.75,0.04,5.79,4.89,4.84,0.05,0.00,7.87,13.17,5.69,0.84,0.84,-3.66,-3.68
378,6.11,6.58,0.47,6.58,6.23,6.35,0.12,6.35,5.31,5.53,0.22,0.02,8.54,12.92,4.80,0.86,0.83,-4.34,-4.09
379,6.00,5.98,0.01,6.00,5.58,5.96,0.38,5.96,4.72,4.80,0.08,0.00,10.22,15.34,5.62,0.82,0.84,-3.41,-3.73
380,6.70,6.34,0.36,6.70,6.12,6.00,0.13,6.12,5.29,5.29,0.00,0.00,6.63,12.03,5.73,0.77,0.78,-3.52,-3.50
381,7.10,6.99,0.11,7.10,6.92,6.80,0.12,6.92,5.90,5.61,0.30,0.02,8.02,11.61,3.99,0.74,0.73,-3.89,-3.87
382,5.80,5.74,0.06,5.80,5.44,5.68,0.24,5.68,4.56,4.81,0.25,0.00,7.49,12.84,5.73,0.83,0.82,-3.45,-3.43
383,7.21,7.13,0.08,7.21,6.78,6.81,0.03,6.81,5.78,5.75,0.04,0.06,6.40,10.43,4.35,0.82,0.71,-4.54,-3.60
384,5.80,5.39,0.41,5.80,5.51,5.17,0.33,5.51,4.47,4.38,0.09,0.01,6.05,12.17,6.42,0.82,0.80,-3.13,-2.83
385,7.34,7.22,0.12,7.34,7.04,6.86,0.18,7.04,5.63,5.68,0.05,0.07,9.56,12.62,3.54,0.72,0.81,-3.78,-4.78
386,6.33,6.77,0.44,6.77,6.23,6.22,0.01,6.23,5.32,5.41,0.09,0.01,8.18,12.51,4.74,0.73,0.76,-3.41,-3.62
387,5.97,6.00,0.03,6.00,5.72,6.00,0.28,6.00,4.81,5.12,0.31,0.00,7.38,12.11,5.10,0.81,0.86,-3.68,-4.16
388,6.48,7.10,0.62,7.10,6.49,6.71,0.22,6.71,5.46,5.86,0.40,0.02,6.61,10.75,4.47,0.80,0.77,-4.11,-3.90
389,5.72,5.01,0.71,5.72,5.29,5.36,0.08,5.36,4.46,4.62,0.16,0.00,8.44,15.10,7.08,0.86,0.86,-3.44,-3.48
390,5.97,5.87,0.10,5.97,5.57,5.62,0.05,5.62,4.80,4.72,0.08,0.01,7.29,12.87,5.94,0.86,0.78,-3.67,-3.03
391,6.25,6.24,0.01,6.25,6.04,5.95,0.09,6.04,5.14,5.03,0.11,0.01,7.64,12.15,4.90,0.82,0.83,-3.98,-4.00
392,5.85,6.05,0.20,6.05,5.92,5.88,0.04,5.92,4.92,4.89,0.03,0.00,8.58,14.08,5.92,0.87,0.82,-3.91,-3.53
393,5.98,5.84,0.14,5.98,5.81,5.81,0.01,5.81,4.81,4.81,0.00,0.00,9.54,14.65,5.59,0.86,0.83,-3.77,-3.67
394,6.22,6.67,0.45,6.67,6.10,6.24,0.14,6.24,5.09,5.27,0.18,0.04,5.66,9.43,4.06,0.78,0.81,-3.81,-4.05
395,5.78,6.76,0.98,6.76,5.91,6.26,0.35,6.26,4.95,5.06,0.12,0.02,8.09,12.65,4.97,0.85,0.83,-3.96,-3.89
396,6.93,7.08,0.15,7.08,6.78,6.99,0.20,6.99,5.75,5.82,0.07,0.05,7.77,10.94,3.56,0.76,0.77,-4.09,-4.25
397,7.37,7.12,0.25,7.37,6.98,6.96,0.02,6.98,6.01,5.93,0.08,0.04,7.02,10.56,3.89,0.73,0.70,-3.81,-3.65
398,4.96,5.09,0.13,5.09,4.75,4.89,0.15,4.89,3.95,4.16,0.21,0.00,7.25,14.84,7.96,0.86,0.89,-3.03,-3.22
399,5.07,5.47,0.39,5.47,5.00,5.13,0.13,5.13,4.17,4.28,0.11,0.00,9.31,15.67,6.83,0.85,0.83,-3.21,-3.15
400,5.57,5.26,0.31,5.57,5.46,5.12,0.34,5.46,4.43,4.41,0.02,0.00,6.57,12.47,6.23,0.91,0.86,-3.81,-3.45
401,5.91,5.92,0.01,5.92,5.63,5.69,0.06,5.69,4.74,4.79,0.05,0.01,8.11,13.69,5.99,0.86,0.79,-3.75,-3.24
402,5.30,5.37,0.08,5.37,5.34,5.33,0.01,5.34,4.57,4.59,0.02,0.00,8.66,14.07,5.84,0.86,0.84,-3.66,-3.52
403,6.63,5.98,0.65,6.63,6.58,5.77,0.81,6.58,5.41,4.86,0.55,0.00,7.55,11.92,4.75,0.77,0.85,-3.71,-4.17
404,6.33,6.07,0.26,6.33,6.11,6.27,0.16,6.27,5.09,5.33,0.24,0.00,8.16,12.81,5.06,0.76,0.83,-3.28,-3.91
405,6.06,6.33,0.27,6.33,6.03,5.89,0.14,6.03,5.17,4.97,0.20,0.01,7.53,12.95,5.80,0.85,0.78,-4.05,-3.38
406,5.66,5.08,0.58,5.66,5.51,5.38,0.13,5.51,4.57,4.49,0.09,0.00,8.15,14.33,6.58,0.83,0.81,-3.21,-3.10
407,6.87,6.67,0.19,6.87,6.56,6.59,0.02,6.59,5.48,5.57,0.10,0.03,7.31,10.81,3.86,0.82,0.76,-4.43,-4.03
408,6.65,6.87,0.22,6.87,6.07,6.46,0.39,6.46,5.13,5.50,0.37,0.05,10.37,14.72,4.86,0.77,0.83,-3.65,-4.21
409,6.24,5.96,0.28,6.24,5.74,5.87,0.13,5.87,4.78,4.87,0.08,0.01,8.13,13.21,5.49,0.84,0.85,-3.71,-3.99
410,5.48,5.40,0.08,5.48,5.49,5.39,0.10,5.49,4.48,4.42,0.07,0.00,6.22,12.62,6.71,0.86,0.86,-3.45,-3.23
411,6.40,6.25,0.15,6.40,6.02,5.92,0.10,6.02,5.11,5.11,0.00,0.01,8.19,13.17,5.39,0.86,0.82,-4.11,-3.80
412,5.68,5.64,0.04,5.68,5.29,5.14,0.16,5.29,4.49,4.26,0.23,0.00,7.05,13.24,6.54,0.81,0.83,-3.05,-3.13
413,5.89,6.31,0.42,6.31,5.68,5.98,0.29,5.98,4.79,5.10,0.31,0.01,8.56,13.84,5.71,0.83,0.88,-3.54,-3.98
414,6.25,5.72,0.53,6.25,5.82,5.54,0.28,5.82,5.01,4.69,0.32,0.00,8.67,14.24,6.00,0.83,0.85,-3.63,-3.54
415,5.06,5.36,0.30,5.36,5.09,5.04,0.05,5.09,4.22,4.19,0.04,0.00,6.43,12.69,6.58,0.84,0.87,-2.99,-3.32
416,5.82,5.75,0.08,5.82,5.89,5.56,0.33,5.89,4.99,4.82,0.17,0.00,7.46,12.57,5.49,0.85,0.84,-3.98,-3.76
417,5.44,5.60,0.16,5.60,5.27,5.44,0.17,5.44,4.34,4.67,0.32,0.00,8.78,15.28,6.93,0.87,0.85,-3.62,-3.35
418,5.52,4.94,0.58,5.52,5.14,4.98,0.17,5.14,4.26,4.11,0.16,0.00,8.03,14.43,6.80,0.81,0.86,-2.70,-3.14
419,6.24,6.19,0.05,6.24,6.19,6.07,0.13,6.19,5.11,5.14,0.03,0.02,7.82,12.42,5.00,0.82,0.78,-3.78,-3.38
420,6.74,6.10,0.64,6.74,6.18,5.67,0.51,6.18,5.08,4.97,0.11,0.03,7.35,12.10,5.12,0.76,0.82,-3.36,-3.77
421,6.41,6.08,0.33,6.41,5.97,6.08,0.11,6.08,5.12,5.22,0.10,0.01,10.17,14.77,5.11,0.84,0.84,-4.05,-4.03
422,5.64,5.27,0.37,5.64,5.38,5.25,0.13,5.38,4.35,4.47,0.12,0.00,8.20,14.65,6.86,0.86,0.84,-3.30,-3.26
423,6.31,6.49,0.18,6.49,6.08,6.47,0.39,6.47,5.09,5.30,0.21,0.03,8.66,12.64,4.41,0.80,0.84,-3.77,-4.21
424,6.22,6.07,0.16,6.22,6.08,6.10,0.02,6.10,5.11,5.14,0.03,0.00,6.48,10.56,4.40,0.86,0.89,-4.26,-4.61
425,5.99,5.69,0.31,5.99,5.68,5.60,0.08,5.68,4.76,4.78,0.02,0.00,6.93,12.59,6.00,0.86,0.85,-3.54,-3.57
426,6.48,6.73,0.25,6.73,6.10,6.15,0.05,6.15,5.10,5.17,0.07,0.04,8.63,13.21,5.01,0.82,0.80,-3.83,-3.58
427,5.60,5.27,0.33,5.60,5.29,5.04,0.25,5.29,4.38,4.26,0.12,0.01,10.04,16.00,6.46,0.86,0.84,-3.18,-3.00
428,6.58,6.62,0.04,6.62,6.43,6.25,0.17,6.43,5.39,5.43,0.04,0.01,9.29,13.70,4.87,0.80,0.81,-3.90,-3.91
429,7.34,7.41,0.07,7.41,7.24,7.00,0.24,7.24,5.92,5.99,0.08,0.02,4.76,7.94,3.41,0.73,0.75,-3.98,-4.28
430,6.54,6.53,0.01,6.54,6.32,6.43,0.11,6.43,5.46,5.33,0.13,0.00,7.11,11.87,5.11,0.84,0.81,-4.38,-4.12
431,6.14,6.17,0.03,6.17,5.97,5.80,0.16,5.97,4.81,4.85,0.04,0.00,6.67,12.89,6.55,0.82,0.84,-3.39,-3.61
432,7.53,7.48,0.05,7.53,6.88,7.10,0.22,7.10,5.80,5.99,0.19,0.12,7.51,10.88,3.75,0.73,0.73,-3.94,-4.02
433,6.70,6.62,0.08,6.70,6.25,6.72,0.48,6.72,5.39,5.48,0.09,0.06,7.29,11.04,4.12,0.76,0.78,-3.70,-3.94
434,6.33,7.36,1.03,7.36,6.16,6.80,0.64,6.80,5.14,5.62,0.47,0.06,7.14,11.09,4.30,0.85,0.75,-4.47,-3.75
435,5.55,5.35,0.20,5.55,5.24,5.43,0.19,5.43,4.43,4.60,0.17,0.00,7.59,13.23,6.02,0.80,0.85,-3.09,-3.49
436,5.73,6.44,0.72,6.44,5.60,5.83,0.24,5.83,4.67,4.87,0.20,0.00,7.15,13.21,6.42,0.83,0.85,-3.26,-3.40
437,5.82,5.35,0.47,5.82,5.47,5.19,0.29,5.47,4.61,4.35,0.26,0.00,9.84,15.34,6.00,0.77,0.83,-2.85,-3.39
438,6.82,7.01,0.20,7.01,6.59,6.64,0.05,6.64,5.59,5.60,0.01,0.01,8.78,13.19,4.84,0.81,0.79,-4.11,-4.03
439,5.64,5.64,0.00,5.64,5.58,5.40,0.17,5.58,4.64,4.59,0.06,0.00,8.21,14.39,6.59,0.84,0.83,-3.43,-3.34
440,5.29,5.51,0.22,5.51,5.32,5.20,0.11,5.32,4.38,4.40,0.02,0.00,7.61,14.23,7.00,0.85,0.81,-3.21,-2.90
441,6.29,6.18,0.11,6.29,6.20,5.98,0.22,6.20,5.08,5.12,0.03,0.01,9.30,13.97,5.13,0.79,0.79,-3.67,-3.56
442,5.40,5.56,0.16,5.56,5.36,5.33,0.03,5.36,4.42,4.57,0.15,0.00,9.12,14.75,6.09,0.85,0.81,-3.47,-3.07
443,6.60,6.59,0.01,6.60,6.46,6.43,0.03,6.46,5.42,5.39,0.03,0.00,10.81,15.88,5.61,0.77,0.79,-3.67,-3.76
444,6.35,6.47,0.13,6.47,6.20,6.27,0.07,6.27,5.12,5.30,0.17,0.02,7.31,11.42,4.47,0.82,0.85,-3.93,-4.26
445,6.09,6.10,0.01,6.10,6.09,5.85,0.24,6.09,4.97,4.85,0.12,0.00,7.13,11.61,4.83,0.87,0.85,-4.23,-3.94
446,5.67,5.51,0.16,5.67,5.45,5.47,0.02,5.47,4.58,4.59,0.01,0.00,8.49,14.65,6.58,0.79,0.81,-2.95,-3.21
447,5.64,5.40,0.24,5.64,5.51,5.47,0.04,5.51,4.73,4.57,0.15,0.00,7.81,13.93,6.51,0.86,0.91,-3.53,-4.00
448,6.66,6.38,0.27,6.66,6.42,6.14,0.28,6.42,5.54,5.15,0.38,0.00,6.24,10.59,4.66,0.76,0.81,-3.69,-3.95
449,6.25,6.19,0.06,6.25,6.10,6.02,0.07,6.10,5.14,5.20,0.06,0.00,6.39,10.85,4.77,0.79,0.86,-3.63,-4.14
450,6.20,6.64,0.45,6.64,6.03,6.18,0.16,6.18,5.10,5.33,0.22,0.01,7.03,11.06,4.39,0.78,0.81,-3.67,-4.05
451,5.34,5.43,0.09,5.43,5.04,5.22,0.18,5.22,4.34,4.16,0.19,0.00,8.33,16.00,8.08,0.86,0.81,-3.13,-2.65
452,6.63,6.21,0.42,6.63,6.20,5.90,0.30,6.20,5.35,5.15,0.20,0.02,7.58,11.95,4.75,0.80,0.81,-3.80,-3.93
453,6.30,6.29,0.01,6.30,6.17,6.07,0.10,6.17,5.19,5.16,0.03,0.02,6.74,10.88,4.48,0.80,0.78,-3.93,-3.70
454,7.62,7.24,0.38,7.62,7.15,6.95,0.20,7.15,6.00,6.06,0.06,0.05,8.34,11.53,3.61,0.68,0.75,-3.75,-4.33
455,6.40,6.61,0.21,6.61,6.23,6.23,0.00,6.23,5.25,5.28,0.02,0.02,11.69,16.00,4.90,0.81,0.78,-4.13,-3.75
456,4.93,5.26,0.33,5.26,5.09,5.24,0.15,5.24,4.31,4.23,0.08,0.00,8.81,15.51,7.14,0.84,0.82,-3.12,-2.91
457,5.70,5.77,0.07,5.77,5.34,5.61,0.28,5.61,4.48,4.60,0.12,0.01,10.00,15.48,5.97,0.87,0.81,-3.61,-3.18
458,5.35,5.39,0.04,5.39,5.25,5.22,0.03,5.25,4.35,4.40,0.05,0.00,7.66,14.22,6.94,0.83,0.87,-3.16,-3.61
459,6.27,6.67,0.41,6.67,6.40,6.23,0.16,6.40,5.38,5.36,0.02,0.00,7.36,11.42,4.43,0.85,0.80,-4.44,-4.02
460,5.88,5.58,0.30,5.88,5.66,5.49,0.16,5.66,4.73,4.60,0.14,0.00,8.33,14.30,6.39,0.84,0.84,-3.53,-3.44
461,5.72,6.38,0.66,6.38,5.72,5.97,0.24,5.97,4.90,5.19,0.29,0.01,6.88,11.63,5.09,0.83,0.84,-3.80,-3.98
462,7.31,7.59,0.28,7.59,6.85,7.10,0.26,7.10,5.93,6.06,0.13,0.06,7.09,10.39,3.65,0.75,0.76,-4.17,-4.25
463,6.47,6.29,0.18,6.47,6.21,5.90,0.31,6.21,5.18,5.14,0.04,0.01,6.89,12.00,5.45,0.85,0.84,-4.11,-4.07
464,6.15,6.50,0.35,6.50,6.00,6.01,0.01,6.01,4.81,5.00,0.19,0.02,7.12,11.61,4.85,0.73,0.77,-2.95,-3.35
465,5.65,5.92,0.27,5.92,5.31,5.38,0.07,5.38,4.28,4.48,0.20,0.02,9.64,16.00,6.84,0.78,0.77,-2.62,-2.59
466,5.88,5.75,0.13,5.88,5.87,5.98,0.10,5.98,4.97,4.98,0.01,0.01,9.06,13.79,5.18,0.85,0.88,-3.91,-4.29
467,5.68,6.24,0.56,6.24,5.84,5.95,0.11,5.95,4.84,5.03,0.19,0.00,8.27,12.79,4.94,0.85,0.77,-3.90,-3.36
468,5.06,6.09,1.03,6.09,4.99,5.47,0.48,5.47,4.28,4.63,0.35,0.00,9.31,15.43,6.59,0.86,0.80,-3.45,-3.01
469,6.26,6.11,0.15,6.26,5.96,5.93,0.03,5.96,4.97,4.99,0.02,0.02,10.76,15.60,5.37,0.86,0.83,-4.11,-3.94
470,6.22,5.85,0.37,6.22,6.04,5.75,0.29,6.04,5.13,5.04,0.09,0.01,9.20,13.53,4.79,0.84,0.84,-4.10,-4.02
471,5.45,6.04,0.58,6.04,5.35,5.87,0.52,5.87,4.41,4.72,0.31,0.00,8.10,13.65,5.95,0.81,0.77,-3.11,-2.95
472,6.37,6.44,0.07,6.44,6.32,6.36,0.05,6.36,5.33,5.32,0.00,0.00,9.62,13.74,4.61,0.85,0.80,-4.19,-3.81
473,5.20,5.44,0.23,5.44,5.27,5.26,0.01,5.27,4.43,4.37,0.06,0.01,9.26,16.00,7.20,0.87,0.86,-3.36,-3.31
474,5.90,5.74,0.16,5.90,5.56,5.60,0.04,5.60,4.57,4.55,0.02,0.00,7.77,13.09,5.71,0.82,0.83,-3.30,-3.38
475,6.11,5.64,0.47,6.11,5.67,5.49,0.18,5.67,4.69,4.70,0.00,0.00,8.79,14.55,6.20,0.80,0.81,-3.20,-3.33
476,5.80,5.32,0.48,5.80,5.72,5.16,0.56,5.72,4.52,4.39,0.13,0.00,9.18,14.70,5.98,0.90,0.77,-3.88,-2.66
477,6.62,6.46,0.16,6.62,6.53,6.35,0.18,6.53,5.62,5.40,0.22,0.03,8.41,12.63,4.64,0.84,0.78,-4.39,-3.61
478,6.36,6.48,0.12,6.48,6.30,6.23,0.07,6.30,5.35,5.28,0.07,0.00,6.55,11.73,5.50,0.84,0.79,-4.18,-3.61
479,5.88,5.86,0.02,5.88,5.65,5.57,0.08,5.65,4.73,4.61,0.12,0.01,10.38,16.00,6.14,0.86,0.84,-3.79,-3.46
480,6.26,6.21,0.05,6.26,6.25,6.13,0.12,6.25,5.43,5.19,0.24,0.02,8.40,12.50,4.52,0.76,0.81,-3.66,-4.08
481,6.23,6.13,0.10,6.23,5.95,5.87,0.08,5.95,5.05,4.89,0.16,0.02,8.52,13.05,4.95,0.81,0.82,-3.71,-3.71
482,6.08,7.07,0.99,7.07,6.04,6.64,0.60,6.64,5.07,5.44,0.37,0.00,8.14,12.89,5.16,0.76,0.82,-3.55,-4.14
483,5.47,5.48,0.01,5.48,5.54,5.42,0.13,5.54,4.55,4.54,0.01,0.00,9.19,15.47,6.74,0.88,0.91,-3.74,-3.98
484,6.44,6.52,0.08,6.52,6.02,6.34,0.32,6.34,5.05,5.30,0.25,0.02,9.86,14.81,5.45,0.81,0.76,-3.75,-3.38
485,6.19,6.40,0.21,6.40,6.11,5.97,0.14,6.11,5.14,5.11,0.03,0.00,7.66,12.74,5.47,0.87,0.76,-4.25,-3.27
486,6.68,6.48,0.20,6.68,6.65,6.15,0.51,6.65,5.54,5.24,0.31,0.01,7.80,11.66,4.25,0.81,0.79,-4.17,-3.91
487,5.63,5.11,0.53,5.63,5.07,4.81,0.26,5.07,4.18,4.07,0.11,0.01,9.15,16.00,7.31,0.85,0.79,-2.97,-2.49
488,6.61,6.28,0.34,6.61,6.22,6.17,0.04,6.22,5.11,5.22,0.11,0.01,7.88,12.53,5.05,0.78,0.79,-3.63,-3.70
489,4.92,5.40,0.48,5.40,4.82,5.05,0.23,5.05,3.90,4.26,0.35,0.00,6.53,13.30,7.09,0.82,0.83,-2.67,-2.87
490,5.49,5.48,0.01,5.49,5.59,5.31,0.27,5.59,4.81,4.50,0.31,0.01,7.39,12.73,5.72,0.87,0.84,-3.93,-3.46
491,5.40,5.61,0.22,5.61,5.41,5.35,0.07,5.41,4.60,4.59,0.01,0.00,8.93,14.21,5.72,0.81,0.80,-3.38,-3.30
492,5.81,6.15,0.34,6.15,5.70,5.71,0.01,5.71,4.83,4.74,0.09,0.00,7.72,13.22,5.88,0.80,0.83,-3.22,-3.57
493,6.02,6.27,0.25,6.27,5.88,6.14,0.26,6.14,4.98,5.10,0.12,0.02,7.29,11.38,4.46,0.83,0.83,-3.92,-3.99
494,5.72,5.57,0.15,5.72,5.73,5.46,0.27,5.73,4.78,4.56,0.22,0.00,7.35,12.67,5.68,0.92,0.85,-4.19,-3.69
495,6.77,6.21,0.57,6.77,6.39,5.98,0.41,6.39,5.26,5.15,0.11,0.01,10.25,15.55,5.81,0.77,0.84,-3.40,-3.90
496,6.60,6.17,0.43,6.60,6.36,6.07,0.29,6.36,5.49,5.28,0.21,0.01,7.55,12.13,4.95,0.87,0.84,-4.57,-4.19
497,7.24,7.09,0.15,7.24,6.93,6.79,0.13,6.93,5.74,5.76,0.01,0.05,8.82,12.07,3.70,0.83,0.76,-4.72,-4.20
498,5.21,4.93,0.28,5.21,5.24,5.09,0.15,5.24,4.31,4.10,0.21,0.00,6.60,12.49,6.22,0.83,0.87,-2.99,-3.46
499,6.24,6.76,0.52,6.76,6.07,6.35,0.29,6.35,4.99,5.50,0.51,0.01,8.48,12.73,4.67,0.85,0.79,-4.06,-3.79
500,7.26,6.97,0.30,7.26,7.06,6.86,0.21,7.06,6.06,5.82,0.23,0.02,5.62,9.03,3.69,0.77,0.77,-4.26,-4.20
501,6.41,6.38,0.03,6.41,6.16,6.02,0.14,6.16,5.29,5.07,0.22,0.00,6.40,10.81,4.73,0.85,0.82,-4.14,-3.82
502,6.40,5.46,0.94,6.40,6.01,5.29,0.72,6.01,4.96,4.48,0.49,0.00,9.97,15.86,6.39,0.83,0.77,-3.51,-2.86
503,6.25,5.81,0.44,6.25,5.94,6.01,0.07,6.01,4.85,5.02,0.17,0.00,8.85,14.21,5.80,0.82,0.86,-3.63,-3.97
504,6.59,6.58,0.01,6.59,6.49,6.39,0.09,6.49,5.39,5.33,0.06,0.02,7.15,11.23,4.44,0.79,0.78,-4.09,-3.79
505,6.29,6.09,0.20,6.29,5.87,5.80,0.07,5.87,4.89,4.88,0.01,0.01,8.06,13.03,5.38,0.80,0.83,-3.49,-3.78
506,5.41,5.03,0.39,5.41,5.42,5.23,0.19,5.42,4.47,4.44,0.03,0.00,7.95,15.26,7.71,0.88,0.87,-3.51,-3.51
507,6.41,6.48,0.07,6.48,5.86,6.09,0.23,6.09,4.98,4.96,0.02,0.01,6.77,11.64,5.21,0.76,0.81,-3.28,-3.63
508,5.15,4.96,0.19,5.15,4.99,4.82,0.17,4.99,4.17,4.09,0.08,0.00,7.59,13.48,6.27,0.86,0.85,-3.43,-3.23
509,5.43,5.22,0.21,5.43,5.23,5.12,0.11,5.23,4.50,4.38,0.12,0.00,8.72,15.10,6.81,0.85,0.85,-3.20,-3.28
510,6.46,6.12,0.35,6.46,5.95,6.00,0.05,6.00,5.12,5.00,0.12,0.00,6.85,12.23,5.72,0.81,0.85,-3.66,-3.95
511,5.27,5.00,0.27,5.27,4.99,5.04,0.05,5.04,4.19,4.09,0.10,0.00,6.26,12.61,6.66,0.85,0.83,-3.20,-2.94
512,7.31,7.18,0.13,7.31,6.96,6.78,0.17,6.96,5.99,5.64,0.35,0.01,6.59,10.38,4.12,0.78,0.74,-4.15,-3.85
513,6.43,6.00,0.43,6.43,6.51,6.01,0.50,6.51,5.49,5.11,0.38,0.00,8.66,13.33,5.11,0.83,0.86,-3.99,-4.20
514,7.18,7.33,0.15,7.33,7.05,6.90,0.16,7.05,6.00,5.98,0.02,0.03,6.72,9.87,3.49,0.74,0.72,-4.09,-4.02
515,5.09,5.19,0.10,5.19,5.28,5.02,0.26,5.28,4.30,4.08,0.22,0.00,6.84,13.42,6.93,0.86,0.81,-3.23,-2.75
516,6.61,6.74,0.12,6.74,6.31,6.55,0.24,6.55,5.36,5.34,0.02,0.00,5.90,10.21,4.60,0.85,0.79,-4.53,-3.89
