,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,a_1,a_2,b_1,b_2
344,6.84,6.54,0.30,6.84,6.40,6.59,0.19,6.59,5.64,5.57,0.07,0.01,2.88,6.79,4.05,0.85,0.81,-4.59,-4.21
345,5.35,5.46,0.11,5.46,5.08,5.60,0.52,5.60,4.39,4.65,0.26,0.00,3.46,9.74,6.46,0.90,0.93,-3.77,-3.87
346,6.44,6.66,0.22,6.66,6.30,6.55,0.25,6.55,5.29,5.34,0.05,0.03,2.51,6.84,4.46,0.86,0.80,-4.37,-3.83
347,6.04,5.91,0.13,6.04,5.99,6.01,0.01,6.01,5.05,4.99,0.05,0.00,2.79,7.61,4.96,0.84,0.88,-4.09,-4.39
348,6.23,6.18,0.05,6.23,6.12,6.02,0.10,6.12,5.25,5.24,0.02,0.00,3.24,8.00,4.93,0.89,0.85,-4.61,-4.15
349,6.26,6.29,0.03,6.29,6.05,6.26,0.21,6.26,5.03,5.30,0.27,0.01,2.45,6.87,4.54,0.89,0.87,-4.45,-4.36
350,5.86,6.00,0.15,6.00,5.77,6.22,0.45,6.22,4.81,5.20,0.39,0.00,3.86,8.68,5.02,0.94,0.89,-4.72,-4.36
351,6.72,6.78,0.06,6.78,6.62,6.58,0.04,6.62,5.59,5.56,0.03,0.02,3.90,7.86,4.15,0.86,0.86,-4.66,-4.63
352,5.07,5.55,0.49,5.55,5.27,5.30,0.03,5.30,4.37,4.34,0.03,0.00,3.49,9.73,6.41,0.94,0.89,-4.03,-3.63
353,5.99,5.91,0.08,5.99,5.82,5.94,0.12,5.94,5.05,4.96,0.09,0.00,2.83,8.18,5.49,0.92,0.89,-4.49,-4.09
354,5.88,6.53,0.64,6.53,5.97,6.18,0.22,6.18,5.01,5.31,0.30,0.01,2.41,7.30,5.01,0.86,0.88,-4.12,-4.42
355,5.91,5.39,0.52,5.91,5.32,5.14,0.19,5.32,4.57,4.27,0.29,0.00,2.70,8.76,6.20,0.91,0.91,-3.88,-3.71
356,6.16,6.62,0.46,6.62,6.25,6.54,0.30,6.54,5.25,5.36,0.11,0.00,3.18,7.74,4.72,0.82,0.92,-3.88,-4.77
357,5.99,6.25,0.25,6.25,6.04,6.12,0.08,6.12,5.04,5.22,0.18,0.02,3.22,8.00,4.94,0.84,0.88,-3.96,-4.27
358,5.68,5.89,0.21,5.89,5.57,5.63,0.06,5.63,4.61,4.76,0.15,0.00,2.67,8.36,5.82,0.89,0.91,-3.85,-4.05
359,6.03,6.52,0.49,6.52,5.92,6.21,0.28,6.21,5.15,5.17,0.02,0.01,3.02,8.00,5.13,0.93,0.91,-4.53,-4.47
360,7.23,6.88,0.35,7.23,6.99,6.68,0.30,6.99,5.79,5.52,0.27,0.04,3.00,6.45,3.60,0.78,0.79,-4.39,-4.25
361,5.24,5.53,0.29,5.53,5.24,5.48,0.24,5.48,4.48,4.54,0.06,0.00,2.79,8.64,5.99,0.96,0.90,-4.26,-3.87
362,6.34,6.27,0.07,6.34,6.13,6.21,0.07,6.21,5.14,5.20,0.06,0.00,3.59,8.08,4.67,0.88,0.88,-4.45,-4.50
363,5.24,5.67,0.43,5.67,5.09,5.88,0.79,5.88,4.26,4.72,0.46,0.00,2.68,8.83,6.29,0.87,0.92,-3.39,-3.96
364,5.73,5.71,0.02,5.73,5.94,5.72,0.22,5.94,5.00,4.64,0.36,0.00,2.41,8.00,5.71,0.90,0.91,-4.16,-4.08
365,5.67,6.29,0.63,6.29,5.74,6.10,0.36,6.10,4.97,4.84,0.12,0.01,2.53,8.00,5.60,0.85,0.92,-3.80,-4.21
366,6.09,6.31,0.22,6.31,6.11,6.11,0.01,6.11,5.07,5.28,0.21,0.00,2.63,7.15,4.65,0.82,0.84,-3.88,-4.21
367,5.98,6.22,0.24,6.22,5.96,6.13,0.17,6.13,5.10,5.21,0.12,0.00,2.28,7.44,5.27,0.91,0.85,-4.37,-3.98
368,5.84,5.43,0.41,5.84,5.74,5.74,0.00,5.74,4.92,4.91,0.01,0.01,3.00,8.23,5.38,0.87,0.90,-3.94,-4.34
369,5.80,6.37,0.57,6.37,5.86,6.20,0.34,6.20,4.99,5.25,0.26,0.00,2.93,7.85,5.07,0.89,0.88,-4.19,-4.29
370,5.59,6.03,0.44,6.03,5.71,5.82,0.11,5.82,4.85,4.89,0.04,0.00,2.69,7.99,5.43,0.90,0.82,-4.32,-3.53
371,5.93,5.97,0.04,5.97,5.88,5.84,0.04,5.88,4.90,4.99,0.09,0.01,2.97,7.99,5.16,0.89,0.90,-4.27,-4.35
372,6.90,7.01,0.10,7.01,6.76,6.51,0.26,6.76,5.82,5.54,0.28,0.06,2.18,5.75,3.68,0.83,0.84,-4.58,-4.36
373,5.63,5.57,0.06,5.63,5.58,5.45,0.13,5.58,4.73,4.58,0.15,0.00,2.38,8.07,5.82,0.92,0.91,-4.24,-4.12
374,6.45,6.77,0.32,6.77,6.28,6.21,0.07,6.28,5.26,5.07,0.19,0.02,2.27,7.21,5.05,0.88,0.85,-4.35,-4.05
375,6.89,7.22,0.33,7.22,6.70,6.81,0.10,6.81,5.74,5.93,0.19,0.08,3.18,6.56,3.54,0.83,0.79,-4.87,-4.42
376,5.03,5.02,0.02,5.03,5.36,5.05,0.32,5.36,4.31,4.24,0.07,0.00,3.24,9.60,6.52,0.96,0.89,-4.10,-3.63
377,5.93,5.42,0.50,5.93,5.69,5.63,0.06,5.69,4.87,4.83,0.04,0.00,3.53,9.25,5.90,0.87,0.94,-3.89,-4.39
378,6.34,5.71,0.63,6.34,5.98,5.74,0.24,5.98,5.15,4.74,0.41,0.01,2.70,7.70,5.14,0.79,0.94,-3.44,-4.56
379,7.07,6.87,0.21,7.07,6.53,6.71,0.18,6.71,5.54,5.69,0.15,0.04,3.19,7.20,4.17,0.83,0.78,-4.51,-4.06
380,6.67,5.92,0.75,6.67,6.34,6.21,0.14,6.34,5.44,5.30,0.15,0.00,2.23,6.29,4.17,0.80,0.90,-4.03,-4.89
381,6.46,6.62,0.16,6.62,6.04,6.16,0.13,6.16,5.38,5.37,0.01,0.05,2.30,6.41,4.23,0.82,0.79,-4.21,-3.95
382,5.96,6.16,0.20,6.16,5.90,5.99,0.09,5.99,4.82,5.09,0.27,0.00,2.37,7.24,4.98,0.92,0.89,-4.54,-4.41
383,5.52,5.40,0.12,5.52,5.37,5.20,0.17,5.37,4.50,4.31,0.19,0.00,3.17,9.24,6.23,0.92,0.95,-3.97,-4.17
384,7.17,7.65,0.48,7.65,6.73,7.15,0.41,7.15,5.80,6.01,0.22,0.08,2.81,5.94,3.27,0.76,0.81,-4.25,-4.70
385,5.31,5.56,0.25,5.56,5.18,5.63,0.45,5.63,4.31,4.72,0.42,0.01,2.71,8.59,6.01,0.98,0.93,-4.29,-4.21
386,6.35,5.96,0.39,6.35,5.78,5.90,0.12,5.90,4.96,4.91,0.05,0.01,2.44,7.47,5.15,0.85,0.87,-3.92,-4.04
387,6.54,6.53,0.01,6.54,6.14,6.51,0.37,6.51,5.08,5.41,0.34,0.00,2.28,6.65,4.48,0.81,0.85,-3.91,-4.24
388,5.88,6.05,0.17,6.05,6.16,6.14,0.02,6.16,5.19,5.29,0.10,0.02,2.80,7.23,4.57,0.90,0.83,-4.64,-4.11
389,5.60,5.41,0.19,5.60,5.63,5.03,0.60,5.63,4.75,4.30,0.46,0.00,2.43,8.23,5.92,0.86,0.80,-3.64,-3.10
390,6.51,6.37,0.15,6.51,6.42,6.09,0.33,6.42,5.21,5.21,0.01,0.00,2.36,6.77,4.53,0.85,0.86,-4.29,-4.23
391,6.25,6.37,0.12,6.37,5.89,6.24,0.35,6.24,4.98,5.14,0.15,0.02,2.81,7.47,4.80,0.88,0.90,-4.26,-4.49
392,6.46,6.40,0.06,6.46,6.00,6.18,0.18,6.18,5.22,5.23,0.01,0.02,2.44,6.98,4.66,0.87,0.87,-4.32,-4.27
393,5.24,5.31,0.07,5.31,5.42,5.17,0.26,5.42,4.56,4.33,0.23,0.00,2.82,9.03,6.35,0.94,0.93,-4.19,-3.93
394,5.57,5.51,0.06,5.57,5.82,5.67,0.15,5.82,4.92,4.69,0.24,0.00,2.94,8.41,5.62,0.93,0.87,-4.35,-3.92
395,5.41,5.20,0.20,5.41,5.35,5.56,0.21,5.56,4.53,4.59,0.06,0.01,2.42,8.44,6.14,0.92,0.90,-3.87,-3.81
396,6.77,6.41,0.36,6.77,6.58,6.40,0.18,6.58,5.66,5.32,0.34,0.01,3.44,8.00,4.73,0.86,0.84,-4.34,-4.10
397,6.60,6.20,0.40,6.60,6.29,5.94,0.35,6.29,5.23,5.00,0.23,0.00,2.49,7.43,5.06,0.82,0.86,-3.81,-4.02
398,6.79,6.89,0.10,6.89,6.75,6.53,0.22,6.75,5.71,5.52,0.19,0.02,2.50,6.16,3.79,0.82,0.84,-4.45,-4.59
399,6.59,6.54,0.05,6.59,6.34,6.34,0.00,6.34,5.22,5.49,0.27,0.02,2.99,7.50,4.66,0.85,0.85,-4.32,-4.37
400,5.61,5.85,0.24,5.85,5.84,5.74,0.11,5.84,4.94,4.88,0.06,0.00,4.03,9.20,5.37,0.87,0.91,-3.99,-4.34
401,6.39,6.47,0.08,6.47,6.15,6.35,0.20,6.35,5.10,5.31,0.21,0.01,2.11,6.79,4.78,0.80,0.88,-3.71,-4.41
402,6.21,6.42,0.21,6.42,6.19,6.38,0.19,6.38,5.32,5.39,0.07,0.02,2.36,6.28,4.03,0.87,0.81,-4.69,-4.18
403,6.17,5.79,0.38,6.17,6.11,5.46,0.65,6.11,5.13,4.59,0.54,0.00,2.87,8.00,5.28,0.85,0.89,-4.00,-4.16
404,6.28,6.18,0.10,6.28,6.13,5.95,0.18,6.13,5.33,4.98,0.35,0.00,3.35,8.00,4.82,0.88,0.85,-4.53,-4.06
405,5.40,5.45,0.05,5.45,5.34,5.62,0.29,5.62,4.58,4.72,0.14,0.00,2.51,8.37,5.98,0.88,0.91,-3.77,-4.04
406,4.92,5.06,0.14,5.06,5.11,5.15,0.04,5.15,4.26,4.25,0.01,0.00,2.46,9.03,6.69,0.92,0.89,-3.67,-3.41
407,5.62,5.30,0.32,5.62,5.33,5.50,0.17,5.50,4.38,4.67,0.29,0.00,3.02,8.99,6.12,0.88,0.98,-3.49,-4.43
408,5.74,4.87,0.87,5.74,5.64,5.15,0.49,5.64,4.63,4.30,0.33,0.00,2.80,8.68,6.02,0.97,0.92,-4.32,-3.90
409,6.77,6.91,0.15,6.91,6.73,6.72,0.02,6.73,5.71,5.62,0.09,0.02,2.57,6.36,3.92,0.85,0.87,-4.52,-4.76
410,5.46,5.52,0.05,5.52,5.62,5.63,0.01,5.63,4.65,4.62,0.03,0.01,2.49,8.43,6.06,0.89,0.91,-3.97,-3.90
411,5.52,6.17,0.65,6.17,5.37,6.13,0.76,6.13,4.54,5.01,0.47,0.00,3.81,9.35,5.73,0.90,0.90,-3.98,-4.16
412,5.57,5.15,0.43,5.57,5.47,5.57,0.11,5.57,4.42,4.62,0.20,0.00,2.73,8.65,6.06,0.89,0.96,-3.68,-4.31
413,5.88,5.29,0.59,5.88,5.87,5.44,0.43,5.87,4.96,4.60,0.36,0.00,3.14,8.39,5.42,0.95,0.90,-4.48,-4.03
414,5.66,5.43,0.23,5.66,5.72,5.28,0.45,5.72,4.88,4.22,0.66,0.00,3.26,9.45,6.35,0.94,0.84,-4.13,-3.17
415,5.53,5.12,0.41,5.53,5.55,5.34,0.21,5.55,4.52,4.50,0.03,0.00,2.13,8.20,6.18,0.92,0.95,-3.92,-4.25
416,6.97,6.93,0.04,6.97,6.77,6.82,0.06,6.82,5.68,5.69,0.00,0.03,2.48,6.15,3.79,0.79,0.83,-4.26,-4.45
417,6.05,6.10,0.05,6.10,5.87,5.74,0.13,5.87,4.78,4.78,0.00,0.01,3.26,8.59,5.49,0.85,0.86,-3.74,-3.85
418,5.52,5.40,0.13,5.52,5.63,5.37,0.26,5.63,4.68,4.44,0.25,0.00,2.07,7.70,5.74,0.91,0.89,-3.94,-3.72
419,7.47,7.07,0.41,7.47,7.30,6.87,0.43,7.30,6.24,5.65,0.59,0.01,2.93,6.05,3.27,0.79,0.79,-4.61,-4.44
420,5.62,5.28,0.34,5.62,5.63,5.58,0.06,5.63,4.60,4.63,0.03,0.01,2.46,7.91,5.57,0.88,0.90,-3.83,-3.93
421,7.14,6.93,0.21,7.14,6.82,6.73,0.08,6.82,5.87,5.66,0.20,0.09,2.47,5.87,3.52,0.82,0.80,-4.65,-4.34
422,6.70,6.41,0.29,6.70,6.35,6.14,0.22,6.35,5.50,5.19,0.31,0.01,3.28,7.70,4.59,0.83,0.77,-4.05,-3.61
423,6.74,6.35,0.38,6.74,6.35,6.30,0.05,6.35,5.47,5.47,0.00,0.02,2.96,7.35,4.54,0.92,0.91,-4.84,-4.82
424,5.49,5.52,0.03,5.52,5.68,5.51,0.17,5.68,4.71,4.50,0.21,0.00,3.41,9.18,5.94,0.91,0.87,-4.04,-3.68
425,6.41,6.35,0.06,6.41,6.31,6.36,0.06,6.36,5.42,5.54,0.12,0.01,2.42,6.67,4.37,0.84,0.85,-4.15,-4.27
426,5.30,5.41,0.11,5.41,5.35,5.32,0.03,5.35,4.49,4.36,0.13,0.00,3.29,9.63,6.50,0.92,0.95,-4.01,-4.12
427,5.71,5.38,0.33,5.71,5.30,5.62,0.32,5.62,4.26,4.72,0.46,0.00,3.04,9.34,6.45,0.91,0.96,-3.76,-4.34
428,7.15,7.42,0.28,7.42,6.79,7.08,0.29,7.08,5.88,6.08,0.20,0.09,2.40,5.57,3.29,0.84,0.80,-4.94,-4.65
429,6.83,6.81,0.02,6.83,6.62,6.58,0.05,6.62,5.61,5.53,0.07,0.03,3.18,6.86,3.83,0.82,0.79,-4.49,-4.14
430,5.80,6.32,0.51,6.32,5.70,6.10,0.40,6.10,4.86,5.06,0.20,0.01,2.52,7.69,5.30,0.93,0.83,-4.42,-3.69
431,6.37,6.19,0.18,6.37,6.45,6.10,0.36,6.45,5.40,5.26,0.14,0.01,2.14,6.57,4.54,0.85,0.85,-4.30,-4.21
432,5.01,5.40,0.38,5.40,5.29,5.53,0.24,5.53,4.46,4.75,0.29,0.00,2.68,8.39,5.84,0.94,0.91,-4.24,-3.97
433,5.63,5.10,0.53,5.63,5.35,5.45,0.11,5.45,4.68,4.63,0.05,0.00,3.37,9.01,5.81,0.90,0.95,-3.94,-4.42
434,5.17,5.39,0.22,5.39,5.29,5.40,0.11,5.40,4.56,4.54,0.02,0.00,3.03,9.19,6.31,0.91,0.89,-3.80,-3.66
435,6.40,6.26,0.14,6.40,6.35,5.91,0.44,6.35,5.38,5.09,0.29,0.01,2.82,7.43,4.75,0.87,0.87,-4.36,-4.32
436,6.37,5.55,0.82,6.37,6.14,5.59,0.55,6.14,5.23,4.78,0.46,0.00,3.23,8.01,4.95,0.88,0.89,-4.39,-4.28
437,4.97,5.01,0.04,5.01,5.15,4.98,0.17,5.15,4.24,4.07,0.17,0.00,3.84,10.17,6.52,0.92,0.85,-3.92,-3.19
438,6.03,5.43,0.61,6.03,5.71,5.57,0.14,5.71,4.85,4.67,0.19,0.00,2.33,8.07,5.85,0.88,0.93,-3.86,-4.24
439,5.24,5.72,0.49,5.72,5.34,5.34,0.00,5.34,4.62,4.54,0.07,0.00,2.84,8.81,6.11,0.89,0.87,-3.80,-3.52
440,6.16,6.38,0.21,6.38,6.06,6.48,0.42,6.48,5.08,5.14,0.05,0.00,3.03,7.78,4.89,0.88,0.83,-4.36,-3.92
441,5.81,6.28,0.47,6.28,6.04,6.18,0.13,6.18,5.09,5.21,0.12,0.00,2.50,7.06,4.69,0.87,0.88,-4.24,-4.35
442,7.19,7.18,0.01,7.19,6.82,6.84,0.02,6.84,5.82,5.99,0.18,0.13,2.08,5.18,3.20,0.82,0.79,-4.74,-4.49
443,6.30,6.30,0.00,6.30,5.99,5.90,0.09,5.99,5.05,5.06,0.01,0.02,2.49,7.20,4.83,0.81,0.88,-3.69,-4.25
444,5.30,5.58,0.28,5.58,5.41,5.37,0.04,5.41,4.47,4.43,0.04,0.00,2.76,8.75,6.13,0.92,0.87,-4.09,-3.64
445,6.97,7.26,0.29,7.26,6.80,6.61,0.19,6.80,5.76,5.72,0.04,0.04,3.17,6.66,3.66,0.83,0.82,-4.63,-4.52
446,6.33,5.91,0.41,6.33,6.24,6.16,0.08,6.24,5.33,5.27,0.06,0.01,2.42,6.77,4.47,0.86,0.89,-4.38,-4.57
447,5.92,5.77,0.16,5.92,5.92,5.89,0.04,5.92,4.85,4.89,0.04,0.00,2.93,7.83,5.05,0.87,0.90,-4.14,-4.36
448,6.23,6.41,0.18,6.41,6.15,6.18,0.03,6.18,5.29,5.23,0.07,0.02,3.84,8.23,4.58,0.85,0.91,-4.20,-4.81
449,6.35,6.33,0.01,6.35,6.17,6.31,0.14,6.31,5.15,5.32,0.18,0.00,2.90,7.43,4.67,0.89,0.92,-4.51,-4.84
450,6.04,5.92,0.12,6.04,6.18,6.02,0.16,6.18,5.12,5.04,0.08,0.01,3.18,8.00,4.98,0.88,0.88,-4.38,-4.46
451,6.25,5.76,0.50,6.25,6.23,5.79,0.45,6.23,4.95,4.96,0.00,0.01,3.73,8.87,5.33,0.94,0.88,-4.55,-4.00
452,5.75,5.86,0.11,5.86,5.78,5.98,0.20,5.98,4.86,5.07,0.21,0.00,2.42,7.59,5.29,0.89,0.85,-4.24,-3.80
453,5.65,5.90,0.26,5.90,5.77,5.80,0.03,5.80,4.91,5.10,0.19,0.00,3.78,8.75,5.16,0.87,0.92,-4.13,-4.56
454,6.21,6.21,0.00,6.21,5.85,6.35,0.49,6.35,5.07,5.33,0.26,0.00,3.01,7.62,4.76,0.88,0.92,-4.48,-4.87
455,6.39,6.81,0.43,6.81,6.26,6.32,0.05,6.32,5.37,5.25,0.12,0.02,3.30,8.00,4.87,0.85,0.77,-4.35,-3.60
456,5.97,6.55,0.58,6.55,5.80,6.44,0.64,6.44,5.01,5.50,0.49,0.02,3.40,8.00,4.77,0.85,0.89,-4.02,-4.55
457,6.20,6.33,0.13,6.33,6.17,6.18,0.01,6.18,5.35,5.19,0.16,0.00,3.38,7.66,4.45,0.84,0.85,-4.23,-4.25
458,6.29,6.16,0.13,6.29,6.07,5.95,0.12,6.07,5.13,5.15,0.02,0.02,2.58,7.22,4.78,0.92,0.87,-4.70,-4.21
459,6.03,6.16,0.14,6.16,6.21,5.88,0.33,6.21,5.46,4.97,0.48,0.01,3.09,7.93,4.99,0.90,0.88,-4.51,-4.33
460,5.61,5.49,0.12,5.61,5.50,5.52,0.02,5.52,4.73,4.68,0.06,0.00,3.84,9.44,5.79,0.91,0.90,-4.11,-4.00
461,5.24,5.51,0.27,5.51,5.40,5.36,0.04,5.40,4.37,4.53,0.16,0.00,3.36,9.37,6.18,0.91,0.89,-3.88,-3.77
462,6.33,6.75,0.43,6.75,6.20,6.34,0.13,6.34,5.19,5.41,0.22,0.07,2.53,6.64,4.24,0.84,0.84,-4.29,-4.27
463,5.79,5.85,0.06,5.85,5.81,5.97,0.16,5.97,4.80,5.01,0.21,0.00,2.89,8.00,5.25,0.89,0.87,-4.14,-3.99
464,5.94,5.93,0.02,5.94,5.85,5.79,0.06,5.85,4.99,4.90,0.09,0.00,3.18,8.10,5.07,0.88,0.87,-4.13,-4.21
465,6.36,6.36,0.00,6.36,6.42,6.07,0.36,6.42,5.35,5.15,0.20,0.02,3.67,7.97,4.49,0.89,0.87,-4.63,-4.29
466,5.08,5.18,0.10,5.18,5.24,5.24,0.00,5.24,4.31,4.40,0.08,0.00,3.00,9.32,6.47,0.97,0.89,-4.25,-3.61
467,5.68,5.89,0.21,5.89,5.59,5.57,0.02,5.59,4.73,4.67,0.06,0.00,3.13,8.64,5.67,0.91,0.86,-4.06,-3.60
468,5.40,5.85,0.45,5.85,5.70,5.82,0.12,5.82,4.82,4.90,0.08,0.00,2.55,7.93,5.50,0.90,0.87,-4.04,-3.86
469,6.45,5.66,0.79,6.45,6.21,5.68,0.53,6.21,5.23,4.79,0.44,0.02,3.27,7.90,4.79,0.91,0.84,-4.59,-3.94
470,6.22,6.28,0.06,6.28,5.96,6.05,0.08,6.05,5.01,5.14,0.13,0.00,2.35,7.13,4.90,0.87,0.81,-4.23,-3.80
471,7.20,7.01,0.19,7.20,6.99,6.88,0.10,6.99,5.90,5.79,0.11,0.04,4.04,7.18,3.34,0.84,0.84,-4.92,-4.83
472,6.16,6.08,0.08,6.16,6.23,5.86,0.37,6.23,5.20,4.93,0.27,0.01,3.00,7.70,4.85,0.90,0.81,-4.48,-3.77
473,5.80,5.88,0.08,5.88,5.66,5.81,0.15,5.81,4.75,4.94,0.19,0.00,2.19,7.38,5.29,0.81,0.85,-3.49,-3.91
474,7.09,7.11,0.02,7.11,6.71,7.04,0.33,7.04,5.74,5.97,0.23,0.16,3.65,6.88,3.41,0.86,0.82,-5.00,-4.59
475,4.94,4.70,0.24,4.94,5.32,4.76,0.56,5.32,4.27,3.90,0.37,0.00,3.61,10.10,6.67,0.89,0.92,-3.48,-3.49
476,6.54,6.55,0.00,6.55,6.50,6.36,0.14,6.50,5.44,5.31,0.13,0.00,1.98,6.47,4.59,0.85,0.89,-4.24,-4.64
477,5.69,5.66,0.04,5.69,5.83,5.47,0.35,5.83,4.86,4.75,0.11,0.01,2.87,8.25,5.52,0.86,0.88,-3.79,-4.00
478,5.49,5.85,0.35,5.85,5.34,5.59,0.25,5.59,4.49,4.39,0.10,0.01,2.54,8.69,6.27,0.92,0.90,-3.78,-3.66
479,5.36,5.19,0.17,5.36,5.58,5.52,0.06,5.58,4.54,4.64,0.10,0.00,2.20,8.18,6.09,0.86,0.96,-3.52,-4.37
480,5.11,4.92,0.19,5.11,5.02,5.01,0.01,5.02,4.15,4.22,0.07,0.00,3.01,9.30,6.44,0.88,0.96,-3.44,-4.14
481,5.12,4.93,0.19,5.12,5.61,4.87,0.74,5.61,4.62,4.12,0.50,0.00,3.50,9.48,6.15,0.98,0.87,-4.45,-3.39
482,5.94,6.34,0.40,6.34,6.21,5.84,0.36,6.21,5.17,5.07,0.10,0.00,3.29,8.00,4.88,0.87,0.85,-4.27,-4.16
483,5.85,5.50,0.35,5.85,5.55,5.39,0.16,5.55,4.64,4.50,0.13,0.00,3.08,9.26,6.33,0.92,0.87,-3.92,-3.42
484,5.93,5.56,0.37,5.93,5.80,5.44,0.36,5.80,4.98,4.62,0.36,0.00,4.18,9.62,5.64,0.90,0.90,-4.28,-4.24
485,5.51,5.53,0.02,5.53,5.58,5.51,0.07,5.58,4.61,4.63,0.02,0.00,4.39,10.11,5.94,0.86,0.89,-3.66,-3.75
486,6.19,6.15,0.04,6.19,6.08,5.93,0.15,6.08,5.10,5.10,0.00,0.00,3.22,8.36,5.30,0.85,0.87,-4.05,-4.23
487,5.19,4.85,0.34,5.19,5.12,5.06,0.06,5.12,4.28,4.24,0.04,0.00,2.94,9.32,6.53,0.94,0.91,-3.86,-3.76
488,6.07,6.08,0.01,6.08,5.99,6.01,0.02,6.01,5.16,4.93,0.23,0.00,2.94,7.87,5.08,0.80,0.94,-3.62,-4.63
489,4.93,5.56,0.63,5.56,5.38,5.69,0.31,5.69,4.46,4.68,0.22,0.00,3.62,9.44,6.00,0.91,0.91,-3.87,-3.93
490,5.38,5.73,0.35,5.73,5.39,5.33,0.06,5.39,4.68,4.37,0.31,0.00,2.71,8.87,6.30,0.88,0.91,-3.68,-3.91
491,7.09,6.88,0.21,7.09,6.69,6.66,0.03,6.69,5.56,5.63,0.08,0.02,2.67,6.25,3.72,0.87,0.84,-4.85,-4.67
492,5.54,5.13,0.40,5.54,5.44,5.16,0.28,5.44,4.52,4.31,0.20,0.00,3.05,9.21,6.31,0.89,0.93,-3.69,-3.98
493,6.73,7.31,0.58,7.31,6.47,6.89,0.42,6.89,5.40,5.84,0.44,0.12,2.13,5.94,3.92,0.78,0.85,-3.99,-4.58
494,5.14,5.58,0.44,5.58,5.19,5.52,0.33,5.52,4.26,4.61,0.35,0.00,2.59,8.46,6.00,0.92,0.87,-3.89,-3.55
495,7.48,7.13,0.35,7.48,7.28,6.81,0.48,7.28,5.99,5.76,0.23,0.02,2.76,6.03,3.41,0.76,0.81,-4.22,-4.67
496,6.11,5.70,0.41,6.11,5.87,5.74,0.13,5.87,4.98,4.89,0.09,0.00,2.61,8.00,5.52,0.83,0.93,-3.70,-4.46
497,5.79,5.90,0.11,5.90,5.77,6.01,0.24,6.01,4.92,5.16,0.23,0.00,2.10,7.29,5.29,0.87,0.89,-4.07,-4.34
498,4.96,4.95,0.01,4.96,5.42,5.33,0.10,5.42,4.59,4.29,0.29,0.00,3.11,9.16,6.21,0.90,0.97,-3.61,-4.28
499,5.31,6.00,0.69,6.00,5.29,5.77,0.49,5.77,4.39,4.72,0.33,0.00,3.05,8.93,6.03,0.89,0.90,-3.71,-3.97
500,5.09,5.89,0.80,5.89,5.25,5.68,0.44,5.68,4.45,4.78,0.33,0.00,2.51,8.29,5.90,0.86,0.95,-3.58,-4.20
501,5.41,5.03,0.38,5.41,5.46,5.16,0.30,5.46,4.40,4.50,0.10,0.00,2.42,8.32,6.01,0.90,0.89,-3.64,-3.67
502,6.28,6.03,0.25,6.28,6.05,5.93,0.12,6.05,5.10,4.95,0.15,0.00,3.04,7.99,5.10,0.88,0.89,-4.31,-4.36
503,5.93,5.75,0.18,5.93,6.04,5.88,0.16,6.04,5.10,5.01,0.10,0.00,3.09,8.00,5.07,0.86,0.91,-4.07,-4.56
504,7.35,7.20,0.15,7.35,7.00,6.89,0.11,7.00,5.87,5.90,0.04,0.09,2.29,5.63,3.45,0.80,0.78,-4.52,-4.41
505,7.34,7.29,0.05,7.34,7.03,7.30,0.26,7.30,5.69,6.07,0.38,0.07,2.82,5.93,3.25,0.77,0.80,-4.33,-4.74
506,5.86,5.77,0.09,5.86,5.92,5.82,0.11,5.92,4.96,4.99,0.03,0.00,2.69,7.75,5.19,0.89,0.88,-4.20,-4.18
507,7.27,6.88,0.39,7.27,6.76,6.66,0.10,6.76,5.79,5.74,0.04,0.06,2.34,5.95,3.73,0.88,0.81,-5.05,-4.49
508,5.25,5.52,0.27,5.52,5.21,5.38,0.17,5.38,4.52,4.45,0.07,0.01,3.56,9.77,6.38,0.93,0.87,-3.97,-3.37
509,5.65,5.48,0.18,5.65,5.41,5.35,0.06,5.41,4.47,4.61,0.14,0.01,2.51,8.49,6.11,0.90,0.93,-3.85,-4.16
510,5.37,4.96,0.40,5.37,5.13,5.03,0.10,5.13,4.32,4.24,0.07,0.00,3.18,9.43,6.41,0.89,0.85,-3.68,-3.25
511,5.64,5.41,0.23,5.64,5.67,5.75,0.08,5.75,4.83,4.81,0.02,0.00,2.28,7.93,5.76,0.92,0.89,-4.23,-3.96
512,6.19,6.31,0.12,6.31,6.12,6.18,0.06,6.18,5.10,5.13,0.03,0.00,2.42,7.37,5.07,0.88,0.81,-4.35,-3.73
513,6.80,6.42,0.38,6.80,6.67,6.54,0.13,6.67,5.42,5.51,0.10,0.06,3.18,7.34,4.32,0.88,0.79,-4.79,-3.82
514,5.04,5.47,0.44,5.47,5.30,5.43,0.12,5.43,4.46,4.48,0.02,0.00,2.48,8.49,6.13,0.89,0.89,-3.76,-3.69
515,5.79,5.29,0.50,5.79,5.39,5.50,0.11,5.50,4.54,4.69,0.15,0.00,3.44,9.33,6.05,0.90,0.86,-3.95,-3.48
516,6.74,6.20,0.54,6.74,6.60,6.20,0.40,6.60,5.42,5.27,0.15,0.02,3.63,7.78,4.33,0.83,0.82,-4.24,-4.26
