,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,SemiVar0,SemiVar1,Max SemiVar,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,Payout Cost,s_1,s_2,p1,p2
331,54.59,53.93,0.66,54.59,48.26,47.08,1.19,48.26,124.44,113.88,124.44,0.84,49.06,82.87,41.17,3380.95,27.51,27.94,20.50,19.66
332,56.74,52.14,4.60,56.74,48.36,47.00,1.35,48.36,121.69,153.59,153.59,0.96,46.08,81.08,41.91,3500.02,25.54,26.58,22.64,19.43
333,50.99,53.34,2.35,53.34,46.41,47.08,0.67,47.08,90.13,91.61,91.61,0.87,50.65,82.93,39.88,3227.79,26.36,28.16,20.20,19.48
334,56.94,55.34,1.60,56.94,47.62,46.46,1.16,47.62,198.55,141.42,198.55,0.96,56.62,89.53,41.41,3291.80,27.86,27.21,20.59,20.11
335,53.42,56.24,2.82,56.24,47.05,47.47,0.43,47.47,123.38,187.08,187.08,0.33,51.99,90.00,45.81,3801.50,26.94,25.94,19.45,21.36
336,51.75,52.04,0.30,52.04,45.33,42.38,2.95,45.33,111.91,204.75,204.75,0.53,49.72,80.53,38.26,3080.24,26.06,23.83,20.06,20.03
337,52.90,52.11,0.79,52.90,46.58,45.13,1.45,46.58,134.16,123.69,134.16,0.86,57.10,87.47,38.93,3036.69,25.12,26.22,22.67,20.85
338,53.43,58.75,5.32,58.75,47.20,47.84,0.64,47.84,114.51,140.63,140.63,0.96,57.23,90.00,41.36,3277.41,27.58,28.12,21.05,19.94
339,49.18,53.51,4.33,53.51,45.19,45.51,0.32,45.51,46.67,156.52,156.52,0.69,47.43,75.97,35.65,2853.90,26.87,27.88,19.03,17.93
340,54.59,51.23,3.36,54.59,48.27,45.72,2.55,48.27,115.56,43.60,115.56,0.96,45.64,76.22,37.42,3057.85,27.59,25.79,21.35,20.55
341,50.95,53.55,2.60,53.55,45.92,47.01,1.09,47.01,123.59,72.23,123.59,0.77,51.28,84.00,40.41,3271.96,25.26,27.44,19.86,20.73
342,56.13,51.41,4.71,56.13,44.43,44.66,0.23,44.66,300.63,135.29,300.63,0.98,52.37,90.00,45.48,3762.59,20.56,24.64,24.85,20.46
343,53.73,55.67,1.94,55.67,47.76,46.78,0.98,47.76,75.20,153.44,153.44,0.97,56.78,90.00,41.73,3321.76,28.75,27.63,19.25,20.29
344,49.98,50.58,0.60,50.58,47.63,45.16,2.47,47.63,75.87,211.67,211.67,0.77,47.42,81.40,41.09,3397.44,28.09,25.47,19.65,21.10
345,59.33,58.00,1.33,59.33,47.74,45.04,2.70,47.74,169.04,281.78,281.78,0.51,52.83,90.00,45.09,3717.05,26.59,24.75,20.76,20.28
346,53.17,52.12,1.05,53.17,47.08,45.88,1.20,47.08,118.50,161.10,161.10,0.94,59.92,90.00,39.07,3007.76,27.49,27.37,19.65,19.38
347,53.32,57.51,4.20,57.51,46.93,46.40,0.53,46.93,91.58,158.96,158.96,0.97,58.27,90.00,40.47,3173.03,25.50,26.52,22.22,19.61
348,51.36,49.83,1.53,51.36,44.90,44.45,0.45,44.90,157.67,75.95,157.67,0.37,52.32,86.75,42.28,3442.96,25.25,24.39,19.89,20.82
349,52.76,49.36,3.40,52.76,46.08,43.72,2.36,46.08,69.04,138.31,138.31,0.99,48.13,80.35,39.44,3221.62,26.19,24.50,20.37,19.31
350,48.87,55.09,6.22,55.09,45.54,47.43,1.89,47.43,45.67,225.55,225.55,0.96,46.45,77.53,38.04,3107.50,26.39,26.84,20.47,21.53
351,53.30,55.75,2.45,55.75,47.13,47.42,0.28,47.42,167.86,248.15,248.15,0.95,54.74,88.92,42.39,3417.96,27.58,26.72,20.60,20.91
352,52.44,59.06,6.62,59.06,48.44,47.08,1.36,48.44,34.27,246.44,246.44,0.94,61.38,90.00,37.83,2861.85,30.66,27.32,18.73,20.10
353,52.05,56.06,4.01,56.06,46.24,44.72,1.52,46.24,194.24,225.71,225.71,0.99,47.45,82.68,42.35,3523.45,27.72,21.18,19.44,23.20
354,53.82,54.67,0.85,54.67,46.51,45.71,0.80,46.51,174.77,198.58,198.58,0.91,55.97,88.50,40.92,3252.75,27.04,26.25,19.43,19.94
355,54.14,56.19,2.05,56.19,47.18,44.75,2.42,47.18,138.15,208.70,208.70,0.93,51.94,90.00,45.85,3805.75,27.75,19.55,20.85,24.92
356,53.33,56.72,3.40,56.72,48.07,48.29,0.21,48.29,95.69,134.76,134.76,0.99,51.89,83.84,39.73,3195.11,28.92,27.52,19.99,19.38
357,48.21,54.37,6.17,54.37,44.77,48.07,3.30,48.07,39.41,68.14,68.14,0.97,60.28,90.00,38.77,2972.45,26.43,27.76,19.34,20.11
358,54.58,54.29,0.29,54.58,47.35,46.22,1.13,47.35,61.43,162.49,162.49,0.98,53.47,84.96,39.51,3149.03,28.33,23.44,20.17,23.82
359,61.00,51.39,9.61,61.00,47.90,47.45,0.45,47.90,153.58,77.37,153.58,0.42,52.57,88.40,43.72,3583.09,24.72,28.39,23.46,19.75
360,50.57,51.57,0.99,51.57,44.27,46.53,2.26,46.53,163.44,102.36,163.44,0.95,40.68,69.12,34.55,2844.48,26.07,27.16,19.63,21.30
361,57.87,52.31,5.56,57.87,49.03,47.32,1.71,49.03,116.57,127.08,127.08,0.95,50.54,77.15,34.20,2661.64,29.75,28.67,18.66,19.17
362,55.65,51.58,4.07,55.65,45.74,46.64,0.91,46.64,242.79,111.02,242.79,0.98,53.31,85.31,40.00,3199.96,24.47,26.72,22.80,19.66
363,57.02,54.23,2.79,57.02,49.29,46.91,2.37,49.29,157.05,85.90,157.05,0.49,56.65,90.00,41.84,3334.64,28.29,26.75,20.19,20.35
364,52.71,56.72,4.01,56.72,45.59,45.65,0.06,45.65,129.81,156.89,156.89,0.30,46.94,90.00,50.10,4305.99,23.45,24.87,22.97,20.90
365,54.02,56.58,2.56,56.58,47.72,48.12,0.39,48.12,126.58,235.59,235.59,0.93,54.96,89.40,42.68,3443.57,28.40,26.20,20.20,20.73
366,57.17,59.69,2.52,59.69,47.28,47.00,0.28,47.28,117.34,303.70,303.70,0.96,53.84,90.00,44.23,3615.84,27.25,25.83,20.46,21.57
367,52.19,56.62,4.43,56.62,46.27,45.75,0.52,46.27,88.38,226.46,226.46,0.99,51.73,87.61,43.64,3588.16,26.85,23.57,19.23,22.96
368,49.28,58.70,9.42,58.70,45.59,45.68,0.09,45.68,83.55,159.44,159.44,0.97,47.94,83.79,43.04,3584.90,25.07,24.26,20.46,21.18
369,51.67,53.35,1.68,53.35,46.30,47.51,1.21,47.51,75.08,85.16,85.16,0.60,56.05,88.39,40.74,3233.64,26.36,29.23,19.31,18.52
370,54.14,53.68,0.46,54.14,46.06,44.48,1.58,46.06,142.35,149.63,149.63,0.28,52.01,90.00,45.80,3799.49,25.89,22.89,21.38,22.32
371,56.90,51.22,5.68,56.90,46.13,47.09,0.96,47.09,311.03,165.19,311.03,0.97,57.13,88.40,39.84,3127.46,27.49,28.55,19.72,17.35
372,49.32,52.23,2.92,52.23,46.72,45.96,0.76,46.72,36.33,157.36,157.36,0.97,47.16,77.07,36.98,2990.91,28.23,25.39,19.98,20.48
373,55.21,55.98,0.77,55.98,48.47,45.38,3.09,48.47,218.80,159.18,218.80,0.75,42.78,75.28,38.91,3249.52,28.79,26.09,20.71,20.11
374,51.26,51.55,0.29,51.55,44.99,44.47,0.52,44.99,62.72,253.67,253.67,0.98,56.99,90.00,41.56,3300.62,25.44,24.67,20.05,20.26
375,50.66,55.32,4.66,55.32,48.22,45.94,2.27,48.22,27.57,138.15,138.15,0.97,56.33,90.00,42.12,3366.59,28.91,25.99,20.64,19.73
376,51.91,51.77,0.14,51.91,46.22,47.35,1.14,47.35,165.21,42.49,165.21,0.51,53.66,85.54,39.93,3188.07,25.81,28.58,20.95,20.28
377,49.81,55.44,5.63,55.44,46.36,47.71,1.35,47.71,28.17,152.52,152.52,0.86,57.36,90.00,41.24,3263.57,27.41,26.23,20.31,21.38
378,56.61,52.01,4.60,56.61,48.31,47.06,1.25,48.31,159.50,74.66,159.50,0.97,42.92,71.00,34.52,2808.28,27.58,28.86,21.33,17.75
379,54.71,53.81,0.90,54.71,45.10,48.23,3.12,48.23,185.69,114.17,185.69,0.29,53.80,90.00,44.27,3619.59,22.93,28.27,22.20,20.72
380,54.19,56.76,2.57,56.76,48.36,48.22,0.14,48.36,141.16,181.60,181.60,0.98,59.03,90.00,39.82,3096.74,28.19,27.08,20.71,21.12
381,50.38,53.26,2.88,53.26,49.23,45.92,3.32,49.23,6.07,110.99,110.99,0.97,51.57,80.45,36.62,2888.04,29.78,26.89,21.10,20.24
382,59.65,50.78,8.87,59.65,47.19,46.30,0.89,47.19,303.39,69.27,303.39,0.17,50.15,85.99,43.36,3583.89,25.86,25.91,20.36,21.64
383,51.87,55.19,3.32,55.19,44.34,46.52,2.18,46.52,131.59,163.10,163.10,0.96,48.13,81.57,40.66,3343.68,25.10,23.83,19.96,23.32
384,55.23,55.08,0.14,55.23,45.89,46.90,1.00,46.90,117.72,203.93,203.93,0.95,49.59,80.68,38.53,3108.65,27.03,26.62,19.62,20.87
385,58.08,57.43,0.65,58.08,49.35,46.69,2.66,49.35,205.15,164.10,205.15,0.95,55.03,88.34,41.57,3331.25,28.66,25.52,20.76,21.41
386,53.46,51.69,1.77,53.46,45.93,46.01,0.08,46.01,250.19,107.68,250.19,0.97,59.53,90.00,39.40,3047.08,26.86,23.88,20.24,23.32
387,51.60,51.86,0.26,51.86,44.83,47.83,3.00,47.83,95.24,65.73,95.24,0.95,59.34,90.00,39.56,3066.29,25.38,27.13,20.27,21.31
388,51.33,56.49,5.16,56.49,44.03,45.57,1.54,45.57,218.35,144.22,218.35,0.33,48.77,84.96,43.51,3619.37,25.23,26.49,19.41,19.95
389,57.95,56.86,1.09,57.95,47.17,45.95,1.22,47.17,149.91,212.59,212.59,0.86,55.61,90.00,42.73,3438.51,27.18,25.08,18.56,22.00
390,51.26,50.21,1.04,51.26,48.00,45.71,2.29,48.00,21.96,88.38,88.38,0.99,51.15,84.50,41.03,3335.44,29.29,24.04,19.45,22.62
391,56.58,52.55,4.03,56.58,48.96,47.08,1.88,48.96,261.99,84.96,261.99,0.95,53.38,87.10,41.72,3371.79,28.85,26.41,19.63,21.79
392,59.39,50.93,8.46,59.39,51.33,47.07,4.27,51.33,144.32,135.55,144.32,0.97,54.87,88.37,41.73,3350.15,30.33,26.35,21.97,19.70
393,52.43,52.05,0.38,52.43,45.52,46.84,1.32,46.84,166.57,86.85,166.57,0.82,54.15,90.00,43.97,3585.02,25.64,24.19,20.65,22.07
394,49.32,52.38,3.06,52.38,47.58,44.78,2.80,47.58,25.14,120.10,120.10,0.91,47.16,77.81,37.72,3064.17,29.52,24.27,19.16,21.36
395,52.98,52.47,0.52,52.98,48.60,46.62,1.98,48.60,35.82,121.05,121.05,0.97,57.11,87.30,38.76,3019.62,29.15,25.32,20.41,21.35
396,52.38,50.81,1.58,52.38,48.35,46.78,1.57,48.35,30.57,39.56,39.56,0.97,54.40,83.43,37.19,2903.22,30.98,25.93,18.30,21.54
397,53.10,53.95,0.86,53.95,46.52,49.60,3.09,49.60,128.40,95.06,128.40,0.97,56.94,90.00,41.60,3305.55,27.01,28.92,19.66,21.23
398,56.48,51.76,4.73,56.48,46.61,47.60,0.99,47.60,264.37,179.13,264.37,0.27,55.22,90.00,43.06,3477.58,24.31,27.89,21.83,20.27
399,52.02,53.63,1.61,53.63,45.97,47.08,1.11,47.08,132.43,96.92,132.43,0.96,54.34,88.26,42.07,3391.60,26.18,26.35,20.47,21.48
400,57.94,58.31,0.36,58.31,48.05,45.53,2.52,48.05,195.31,253.81,253.81,0.88,57.18,90.00,41.39,3281.67,28.81,25.56,19.43,19.18
401,51.53,53.07,1.54,53.07,47.97,47.79,0.17,47.97,44.68,112.63,112.63,0.94,47.58,78.48,38.04,3089.87,28.39,27.87,20.47,19.51
402,58.59,51.54,7.06,58.59,45.54,44.67,0.88,45.54,288.94,105.06,288.94,0.94,55.43,90.00,42.89,3457.22,26.52,24.96,19.07,20.24
403,58.82,55.82,3.00,58.82,47.41,48.93,1.52,48.93,239.24,174.85,239.24,0.95,49.06,80.64,38.94,3158.48,23.95,29.66,24.30,19.35
404,51.92,54.86,2.93,54.86,46.29,46.66,0.37,46.66,82.57,104.37,104.37,0.96,54.30,85.52,39.36,3121.82,27.72,27.79,19.04,19.45
405,49.52,57.06,7.54,57.06,45.91,48.91,3.00,48.91,40.58,117.61,117.61,0.98,50.55,82.89,39.92,3233.71,27.82,27.17,19.29,22.78
406,51.84,53.92,2.08,53.92,46.23,47.65,1.42,47.65,119.51,110.32,119.51,0.90,42.74,75.47,39.14,3272.60,26.66,27.78,20.35,19.77
407,53.93,54.22,0.29,54.22,45.63,47.39,1.76,47.39,103.19,96.28,103.19,0.91,56.47,90.00,42.00,3352.53,26.58,28.12,19.75,19.44
408,51.49,52.58,1.09,52.58,46.75,46.84,0.09,46.84,113.09,43.80,113.09,0.70,58.71,89.03,39.12,3031.57,26.72,27.27,19.50,19.91
409,55.96,50.55,5.41,55.96,46.69,44.30,2.38,46.69,161.05,142.10,161.05,0.97,55.20,90.00,43.08,3480.40,22.64,24.88,23.85,20.20
410,55.84,51.16,4.68,55.84,47.07,44.81,2.25,47.07,187.04,87.88,187.04,0.99,49.22,82.01,40.18,3279.18,27.78,24.60,19.95,20.77
411,58.00,52.96,5.04,58.00,45.77,45.96,0.19,45.96,189.45,155.38,189.45,0.44,53.41,90.00,44.61,3659.44,25.73,24.82,20.42,21.22
412,52.26,51.05,1.21,52.26,46.05,46.17,0.12,46.17,135.90,41.17,135.90,0.64,55.74,87.16,39.78,3141.88,26.43,27.60,20.38,19.65
413,48.65,58.25,9.61,58.25,44.53,47.67,3.14,47.67,95.10,195.11,195.11,0.93,61.58,90.00,37.66,2842.46,25.56,29.04,19.60,19.84
414,52.95,52.59,0.36,52.95,45.20,45.94,0.73,45.94,138.51,145.66,145.66,0.72,57.81,90.00,40.86,3218.91,25.54,27.58,20.58,19.12
415,54.67,50.97,3.70,54.67,45.93,44.36,1.57,45.93,134.04,132.32,134.04,0.96,55.23,90.00,43.05,3476.90,22.23,25.55,24.45,19.64
416,62.14,54.93,7.20,62.14,48.76,49.64,0.87,49.64,344.11,112.64,344.11,0.94,56.07,88.58,40.93,3251.52,28.41,29.49,20.03,20.85
417,53.67,51.40,2.27,53.67,45.69,46.93,1.24,46.93,209.03,216.49,216.49,0.83,56.91,90.00,41.62,3308.82,26.81,27.15,19.66,20.18
418,51.98,55.38,3.41,55.38,46.15,46.64,0.49,46.64,160.18,183.29,183.29,0.97,49.50,84.74,42.66,3523.43,26.45,23.57,19.82,23.35
419,52.79,50.56,2.24,52.79,47.16,46.07,1.09,47.16,77.96,84.44,84.44,0.96,51.21,80.74,37.20,2952.23,29.14,26.11,18.17,20.39
420,52.38,51.00,1.39,52.38,46.49,45.06,1.43,46.49,56.54,102.56,102.56,0.95,57.75,90.00,40.91,3224.56,26.62,26.92,20.49,19.39
421,55.54,53.25,2.29,55.54,47.71,46.23,1.48,47.71,148.59,185.38,185.38,0.26,46.74,81.65,41.92,3490.97,26.92,27.11,20.12,19.68
422,56.57,57.16,0.60,57.16,47.86,47.66,0.19,47.86,144.92,173.75,173.75,0.96,59.27,89.93,39.55,3065.57,27.14,26.66,20.10,19.65
423,50.71,52.98,2.27,52.98,44.17,46.89,2.72,46.89,104.47,73.29,104.47,0.99,47.63,81.18,40.70,3355.19,22.01,27.79,22.44,20.64
424,57.06,54.53,2.53,57.06,44.88,47.13,2.26,47.13,227.64,250.14,250.14,0.98,60.08,90.00,38.93,2991.89,25.44,27.90,19.65,19.47
425,55.07,50.06,5.01,55.07,48.48,45.77,2.72,48.48,160.60,149.85,160.60,0.91,43.15,74.86,38.19,3171.50,29.53,24.48,20.07,21.32
426,48.65,55.44,6.79,55.44,46.30,49.24,2.94,49.24,78.85,128.97,128.97,0.99,56.80,88.70,40.42,3190.44,27.09,25.08,19.84,23.87
427,55.37,59.00,3.63,59.00,45.68,47.14,1.46,47.14,202.51,185.63,202.51,0.88,56.34,90.00,42.11,3366.06,27.16,25.70,19.05,19.11
428,55.40,57.57,2.17,57.57,49.18,46.43,2.75,49.18,77.23,166.18,166.18,0.94,50.03,81.96,39.43,3192.36,30.04,24.90,19.55,21.54
429,57.57,50.08,7.49,57.57,45.95,45.34,0.60,45.95,322.26,246.26,322.26,0.96,52.54,81.82,37.16,2927.98,26.14,26.97,20.36,19.25
430,52.99,54.80,1.82,54.80,48.45,45.62,2.83,48.45,30.96,160.55,160.55,0.97,56.80,90.00,41.72,3320.30,28.85,25.35,20.31,20.22
431,50.67,55.20,4.52,55.20,45.20,46.46,1.26,46.46,249.19,126.58,249.19,0.93,57.51,90.00,41.11,3248.59,24.59,25.25,21.36,21.01
432,54.77,53.12,1.65,54.77,46.21,46.73,0.51,46.73,115.44,118.45,118.45,0.68,57.58,90.00,41.06,3242.45,26.07,27.76,21.60,20.01
433,55.32,56.06,0.74,56.06,47.44,46.07,1.38,47.44,96.22,176.77,176.77,0.52,51.84,86.95,42.89,3511.54,26.08,26.06,21.12,17.78
434,51.63,55.65,4.02,55.65,46.24,46.74,0.50,46.74,177.76,191.57,191.57,0.97,57.32,90.00,41.27,3267.63,26.98,26.35,20.52,20.68
435,51.03,52.53,1.50,52.53,46.91,44.88,2.04,46.91,78.77,202.29,202.29,0.85,51.33,82.52,38.89,3119.49,28.41,25.87,19.77,19.30
436,54.96,55.00,0.04,55.00,47.40,46.31,1.09,47.40,236.94,141.60,236.94,0.95,45.49,77.15,38.48,3165.23,26.47,28.08,21.28,19.33
437,55.40,53.30,2.10,55.40,48.11,47.70,0.41,48.11,146.37,101.51,146.37,0.84,51.17,85.13,41.63,3395.53,27.68,26.88,21.46,21.52
438,52.52,51.94,0.57,52.52,48.38,45.12,3.26,48.38,75.73,178.57,178.57,0.86,48.10,84.13,43.25,3603.19,28.07,24.91,20.48,20.09
439,59.29,57.90,1.40,59.29,47.10,47.10,0.00,47.10,321.28,203.97,321.28,0.49,52.05,87.17,42.93,3512.43,26.65,26.82,19.91,20.08
440,53.23,54.10,0.87,54.10,46.20,49.83,3.62,49.83,97.64,98.75,98.75,0.87,51.90,84.96,40.85,3306.90,25.40,30.13,21.70,20.13
441,52.58,57.34,4.76,57.34,44.72,48.46,3.73,48.46,140.35,309.39,309.39,0.94,43.85,75.88,38.61,3202.73,24.96,29.04,19.58,20.16
442,59.63,51.59,8.03,59.63,49.28,45.72,3.56,49.28,210.03,91.13,210.03,0.15,55.56,89.34,42.12,3378.18,27.15,28.34,20.22,18.55
443,50.94,54.98,4.05,54.98,46.35,47.09,0.74,47.09,105.97,135.49,135.49,0.97,51.91,84.82,40.69,3290.69,26.73,26.31,20.04,21.01
444,52.89,52.82,0.06,52.89,44.93,43.85,1.09,44.93,94.85,275.57,275.57,0.71,48.10,90.00,49.11,4189.66,23.71,19.45,21.88,24.94
445,55.86,53.99,1.88,55.86,47.39,47.13,0.26,47.39,260.36,94.18,260.36,0.92,52.86,83.65,38.72,3078.84,27.65,27.15,20.30,20.49
446,60.39,52.33,8.07,60.39,47.24,46.10,1.13,47.24,230.96,75.42,230.96,0.98,47.43,81.69,41.37,3426.00,26.30,26.92,21.19,19.92
447,54.42,59.53,5.10,59.53,46.42,47.78,1.36,47.78,136.35,298.16,298.16,0.83,52.78,84.21,39.34,3142.68,28.22,28.61,19.23,19.21
448,52.84,56.43,3.59,56.43,47.26,48.95,1.69,48.95,60.75,154.78,154.78,0.99,57.96,90.00,40.73,3203.95,28.90,28.81,19.19,19.27
449,53.82,54.71,0.89,54.71,43.60,46.67,3.07,46.67,122.96,100.81,122.96,0.88,49.40,82.35,40.36,3295.30,21.90,27.58,21.85,18.22
450,53.24,54.25,1.01,54.25,46.90,47.78,0.88,47.78,144.48,142.70,144.48,0.33,53.47,90.00,44.55,3652.73,25.43,29.10,20.54,19.96
451,52.94,59.41,6.46,59.41,48.48,46.18,2.29,48.48,121.61,292.69,292.69,0.68,51.51,90.00,46.22,3849.06,26.81,22.59,21.45,24.31
452,52.33,53.30,0.97,53.30,45.34,46.82,1.49,46.82,125.55,103.42,125.55,0.94,51.03,84.44,41.06,3341.01,25.92,26.43,19.81,19.79
453,53.37,49.20,4.18,53.37,45.67,44.75,0.93,45.67,170.61,105.71,170.61,0.85,62.17,90.00,37.15,2782.65,27.00,26.43,19.06,19.77
454,52.55,55.41,2.86,55.41,45.68,45.97,0.29,45.97,119.58,178.20,178.20,0.89,43.62,77.01,39.93,3338.58,25.79,26.46,19.87,20.24
455,50.45,52.90,2.44,52.90,44.96,47.30,2.34,47.30,87.20,55.65,87.20,0.98,55.21,90.00,43.07,3479.21,24.18,26.85,21.93,21.57
456,50.90,55.92,5.03,55.92,48.25,48.90,0.66,48.90,25.97,255.04,255.04,0.98,47.74,78.12,37.54,3037.42,29.40,28.60,19.98,20.31
457,48.91,53.75,4.83,53.75,45.71,44.92,0.79,45.71,42.93,132.15,132.15,0.92,57.13,90.00,41.44,3286.51,27.11,22.74,19.95,22.40
458,58.88,52.92,5.97,58.88,44.79,46.91,2.12,46.91,166.88,66.48,166.88,0.95,55.55,90.00,42.78,3445.18,23.92,27.38,21.20,19.59
459,52.06,53.06,1.00,53.06,46.40,48.07,1.67,48.07,117.79,94.91,117.79,0.50,50.14,81.03,38.42,3089.59,26.63,30.29,19.81,18.78
460,53.29,52.49,0.81,53.29,46.98,47.07,0.09,47.07,122.30,117.89,122.30,0.48,51.88,85.19,41.09,3331.01,27.07,26.46,20.22,21.21
461,53.05,51.00,2.05,53.05,46.69,45.94,0.74,46.69,119.76,91.41,119.76,0.95,57.19,86.80,38.18,2960.38,26.87,28.12,20.57,18.41
462,51.60,51.84,0.23,51.84,45.48,47.95,2.47,47.95,94.19,141.52,141.52,0.83,45.55,79.38,40.66,3383.09,26.36,28.14,20.50,20.16
463,53.39,53.90,0.50,53.90,45.58,48.61,3.03,48.61,117.96,240.53,240.53,0.94,56.83,89.92,41.61,3308.19,25.32,27.98,19.16,19.41
464,54.28,54.64,0.36,54.64,48.12,48.26,0.14,48.26,113.77,185.06,185.06,0.96,55.44,84.65,37.53,2921.07,28.01,28.90,20.48,20.05
465,52.48,55.40,2.92,55.40,45.53,46.49,0.96,46.49,121.88,148.70,148.70,0.38,54.67,90.00,43.53,3532.76,25.47,22.79,20.18,23.64
466,51.29,51.67,0.37,51.67,45.44,46.50,1.06,46.50,108.65,70.63,108.65,0.95,60.72,90.00,38.39,2928.21,25.49,27.98,21.55,19.68
467,54.71,52.64,2.07,54.71,46.89,46.64,0.25,46.89,119.25,125.02,125.02,0.87,53.90,90.00,44.19,3610.06,25.85,24.81,20.89,21.15
468,53.92,51.94,1.98,53.92,47.89,45.70,2.19,47.89,117.18,83.35,117.18,1.00,59.65,90.00,39.30,3035.23,26.94,26.95,22.17,18.80
469,52.90,51.51,1.39,52.90,45.77,45.71,0.05,45.77,78.11,78.74,78.74,0.91,60.58,90.00,38.51,2942.41,26.01,26.95,20.26,19.78
470,53.67,50.84,2.83,53.67,45.87,46.48,0.61,46.48,367.59,77.45,367.59,0.94,46.51,76.88,37.35,3037.86,26.38,26.78,20.89,20.09
471,54.46,55.15,0.69,55.15,47.53,46.73,0.80,47.53,101.33,196.44,196.44,1.00,47.28,78.01,37.82,3073.17,27.71,27.37,21.14,20.02
472,59.51,56.37,3.14,59.51,47.11,49.21,2.10,49.21,237.86,161.84,237.86,0.58,39.11,73.50,40.25,3438.40,26.83,28.96,20.11,19.29
473,52.14,50.82,1.32,52.14,47.09,45.61,1.48,47.09,54.06,114.01,114.01,0.97,57.82,87.44,38.29,2961.30,27.23,26.12,20.46,20.26
474,56.78,49.17,7.61,56.78,46.52,47.14,0.62,47.14,219.34,35.85,219.34,0.43,48.44,79.38,38.20,3093.41,26.67,27.09,19.40,21.27
475,52.62,52.82,0.20,52.82,48.56,48.06,0.49,48.56,79.10,37.02,79.10,0.97,32.55,58.41,30.74,2585.67,29.64,28.95,20.38,19.98
476,52.16,53.01,0.85,53.01,45.24,48.20,2.96,48.20,163.24,92.90,163.24,0.89,43.17,78.54,41.85,3537.43,24.91,28.54,20.79,19.24
477,54.67,54.79,0.12,54.79,45.86,45.79,0.07,45.86,184.38,161.99,184.38,0.92,58.24,90.00,40.50,3176.00,26.74,26.95,20.22,19.32
478,49.96,60.44,10.49,60.44,45.32,47.18,1.86,47.18,34.63,231.58,231.58,0.98,56.92,88.82,40.44,3190.16,27.01,21.10,19.86,26.78
479,60.27,54.45,5.82,60.27,49.39,48.21,1.19,49.39,247.84,48.97,247.84,0.68,53.88,87.07,41.28,3319.46,29.15,28.11,20.32,21.04
480,57.45,56.40,1.05,57.45,46.57,47.73,1.17,47.73,457.30,127.05,457.30,0.95,57.58,86.43,37.49,2884.98,27.34,28.11,20.11,19.50
481,56.08,57.27,1.19,57.27,44.68,48.66,3.98,48.66,353.33,161.32,353.33,0.58,54.83,90.00,43.39,3516.96,23.86,29.38,21.02,20.40
482,52.10,52.82,0.72,52.82,45.97,45.60,0.37,45.97,84.27,162.04,162.04,0.95,46.89,78.53,38.67,3164.03,27.12,26.36,19.55,20.41
483,54.18,50.67,3.51,54.18,46.47,46.37,0.10,46.47,86.37,110.95,110.95,0.98,50.09,80.42,37.84,3033.01,26.96,27.54,20.52,19.94
484,52.26,54.70,2.44,54.70,44.56,47.51,2.95,47.51,112.26,83.08,112.26,0.95,59.06,89.10,38.90,3003.84,26.02,27.42,19.70,19.50
485,54.36,53.79,0.57,54.36,47.48,47.65,0.17,47.65,125.87,94.11,125.87,0.98,59.26,90.00,39.63,3073.77,26.70,28.50,21.39,20.20
486,51.30,54.66,3.36,54.66,46.21,45.96,0.26,46.21,70.97,170.19,170.19,1.00,45.86,81.57,42.59,3571.60,25.91,25.98,21.00,19.78
487,54.77,57.25,2.49,57.25,47.46,47.93,0.46,47.93,264.02,229.58,264.02,0.75,52.33,89.81,45.33,3747.53,26.55,27.54,20.36,20.12
488,52.03,53.06,1.03,53.06,44.75,46.30,1.56,46.30,87.94,156.86,156.86,0.94,54.39,90.00,43.77,3560.94,23.41,26.94,22.33,20.13
489,52.85,53.21,0.36,53.21,45.16,47.08,1.92,47.08,110.87,74.76,110.87,0.96,44.20,76.58,39.01,3238.50,24.99,26.94,20.84,20.85
490,50.75,48.74,2.00,50.75,44.41,44.91,0.50,44.91,70.92,88.13,88.13,0.49,48.81,83.70,42.21,3488.59,22.10,26.68,22.45,19.17
491,52.13,50.91,1.21,52.13,47.32,45.05,2.27,47.32,143.47,121.60,143.47,0.28,52.30,88.65,44.20,3635.19,27.32,25.18,19.33,19.28
492,57.02,55.40,1.61,57.02,46.90,48.37,1.47,48.37,211.81,220.09,220.09,0.27,59.42,90.00,39.49,3058.06,27.42,31.13,18.61,17.86
493,52.10,53.95,1.85,53.95,46.29,47.48,1.19,47.48,72.59,104.41,104.41,0.42,57.57,90.00,41.07,3243.19,27.50,27.92,19.69,19.77
494,49.65,54.65,5.00,54.65,46.76,45.17,1.59,46.76,116.11,88.46,116.11,0.93,50.45,86.59,43.71,3613.87,26.79,22.93,20.76,22.75
495,57.65,52.15,5.50,57.65,48.69,46.96,1.72,48.69,179.47,53.79,179.47,0.81,50.52,80.54,37.60,3002.46,29.61,28.26,18.34,18.86
496,52.57,53.28,0.71,53.28,46.54,44.75,1.79,46.54,131.22,182.21,182.21,1.00,54.51,90.00,43.67,3548.98,27.23,23.61,20.78,22.03
