,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,a_1,a_2,b_1,b_2
578,4.09,4.28,0.19,0.00,2.97,9.49,6.67,0.92,0.96,-3.59,-4.11
579,4.95,4.93,0.01,0.01,2.42,7.23,4.93,0.88,0.91,-4.34,-4.43
580,5.49,5.40,0.10,0.02,2.86,6.92,4.21,0.83,0.83,-4.26,-4.18
581,4.54,4.54,0.00,0.00,2.97,9.10,6.28,0.96,0.91,-4.21,-3.84
582,4.66,4.73,0.07,0.00,2.86,8.47,5.76,0.94,0.91,-4.33,-4.18
583,4.39,4.40,0.01,0.00,2.89,9.02,6.27,0.91,0.93,-3.75,-3.92
584,5.32,5.32,0.00,0.00,3.01,7.69,4.83,0.91,0.90,-4.68,-4.54
585,5.47,5.32,0.14,0.00,2.41,6.93,4.64,0.89,0.89,-4.45,-4.67
586,5.23,5.23,0.01,0.00,2.04,6.67,4.73,0.89,0.85,-4.45,-4.12
587,4.59,4.45,0.14,0.00,3.47,9.72,6.42,0.92,0.93,-3.85,-3.93
588,5.32,4.93,0.38,0.01,3.11,8.25,5.30,0.83,0.87,-3.83,-4.07
589,5.55,5.05,0.51,0.01,3.51,7.70,4.37,0.88,0.87,-4.59,-4.43
590,5.39,5.55,0.16,0.05,3.41,7.21,3.98,0.88,0.88,-4.69,-4.89
591,5.36,5.30,0.07,0.00,3.03,7.24,4.36,0.83,0.90,-4.13,-4.69
592,5.17,4.90,0.27,0.00,3.18,8.35,5.33,0.90,1.00,-4.35,-5.09
593,4.60,4.54,0.06,0.00,3.23,9.09,6.02,0.93,0.92,-3.97,-4.07
594,4.79,5.24,0.45,0.01,2.85,7.68,4.97,0.95,0.90,-4.73,-4.43
595,4.43,4.87,0.44,0.00,3.09,8.85,5.92,0.94,0.91,-4.08,-3.85
596,5.07,4.98,0.08,0.00,3.20,7.81,4.76,0.90,0.91,-4.48,-4.56
597,4.69,4.59,0.10,0.00,3.01,8.82,5.96,0.95,0.91,-4.19,-3.97
598,4.13,4.20,0.07,0.00,3.10,9.92,6.98,0.94,0.93,-3.73,-3.78
599,4.45,4.41,0.04,0.00,2.94,8.84,6.05,0.91,0.89,-3.79,-3.51
600,4.42,4.36,0.06,0.00,1.93,8.18,6.35,0.92,0.96,-3.74,-4.12
601,4.78,4.83,0.05,0.00,2.97,8.58,5.76,0.97,0.95,-4.61,-4.52
602,4.54,4.56,0.02,0.02,3.11,9.13,6.17,0.91,0.92,-3.97,-3.98
603,5.21,5.24,0.03,0.00,3.67,8.00,4.52,0.88,0.91,-4.57,-4.76
604,4.94,5.08,0.14,0.00,2.84,8.00,5.30,0.90,0.85,-4.32,-3.97
605,5.61,5.49,0.12,0.03,2.35,6.40,4.16,0.90,0.89,-4.80,-4.67
606,5.72,5.52,0.19,0.01,3.36,7.23,4.04,0.85,0.86,-4.67,-4.82
607,4.75,4.70,0.05,0.00,3.76,9.47,5.90,0.96,0.91,-4.56,-4.11
608,5.49,5.15,0.34,0.00,3.42,8.00,4.76,0.90,0.90,-4.73,-4.63
609,4.50,4.53,0.04,0.00,3.66,9.95,6.47,0.94,0.92,-4.10,-3.87
610,5.07,5.15,0.08,0.01,2.95,7.86,5.05,0.92,0.88,-4.62,-4.32
611,5.25,5.11,0.13,0.00,3.09,7.52,4.58,0.91,0.86,-4.70,-4.23
612,5.01,5.29,0.28,0.00,2.91,7.80,5.04,0.92,0.89,-4.54,-4.48
613,4.97,5.07,0.11,0.00,3.05,8.00,5.10,0.95,0.88,-4.76,-4.19
614,4.85,4.77,0.07,0.00,3.21,8.31,5.27,0.96,0.93,-4.65,-4.36
615,5.42,5.38,0.04,0.00,3.23,8.00,4.93,0.90,0.90,-4.46,-4.54
616,4.40,4.67,0.27,0.00,3.10,8.54,5.60,0.94,0.91,-4.35,-4.11
617,4.55,4.66,0.11,0.01,3.30,8.94,5.80,0.89,0.95,-3.89,-4.47
618,5.23,5.49,0.26,0.00,3.21,7.51,4.46,0.91,0.88,-4.73,-4.52
619,5.00,5.06,0.06,0.02,3.81,8.66,5.04,0.92,0.92,-4.51,-4.54
620,5.15,5.09,0.06,0.01,3.19,8.01,4.97,0.84,0.92,-4.01,-4.55
621,5.78,5.77,0.01,0.08,2.54,5.99,3.58,0.85,0.81,-4.80,-4.46
622,5.42,5.30,0.12,0.01,3.55,8.00,4.63,0.90,0.92,-4.55,-4.76
623,6.00,5.73,0.27,0.04,3.08,6.27,3.35,0.91,0.84,-5.44,-4.97
624,5.17,4.82,0.35,0.00,3.07,8.00,5.08,0.92,0.96,-4.59,-4.80
625,5.17,5.14,0.03,0.00,2.87,7.63,4.91,0.92,0.89,-4.71,-4.41
626,5.37,5.18,0.19,0.01,2.41,7.09,4.79,0.91,0.86,-4.57,-4.12
627,4.37,4.19,0.18,0.00,2.75,9.10,6.49,0.92,0.93,-3.88,-3.87
628,4.18,4.13,0.05,0.00,2.87,9.36,6.64,0.97,0.92,-4.04,-3.66
629,5.82,5.79,0.02,0.03,2.73,6.40,3.80,0.87,0.85,-4.96,-4.81
630,4.32,4.34,0.02,0.00,3.09,9.32,6.39,0.92,0.95,-3.79,-4.17
631,5.15,5.05,0.09,0.01,3.39,8.00,4.78,0.89,0.89,-4.53,-4.48
632,4.70,4.58,0.12,0.00,2.59,8.56,6.09,0.92,0.89,-3.91,-3.72
633,4.56,4.68,0.12,0.00,2.36,8.00,5.76,0.90,0.92,-4.06,-4.10
634,4.99,4.91,0.09,0.00,2.61,8.00,5.52,0.94,0.93,-4.41,-4.37
635,4.94,5.23,0.29,0.00,2.73,7.45,4.85,0.92,0.92,-4.49,-4.67
636,5.00,5.33,0.34,0.03,3.25,8.00,4.91,0.94,0.92,-4.87,-4.72
637,4.51,4.51,0.00,0.00,3.16,8.97,5.97,0.91,0.93,-4.08,-4.09
638,4.80,4.84,0.05,0.00,3.51,8.91,5.58,0.88,0.94,-3.95,-4.41
639,4.91,5.11,0.20,0.01,3.02,8.00,5.13,0.87,0.90,-4.15,-4.40
640,5.01,4.92,0.09,0.00,2.82,7.82,5.14,0.87,0.90,-4.22,-4.31
641,5.49,5.56,0.07,0.00,4.12,7.83,3.91,0.86,0.81,-4.68,-4.32
642,5.49,5.13,0.36,0.00,3.62,8.00,4.57,0.92,0.86,-4.81,-4.39
643,5.27,5.25,0.02,0.00,3.38,7.97,4.76,0.92,0.88,-4.74,-4.60
644,4.26,4.53,0.27,0.01,2.58,8.65,6.20,0.88,0.89,-3.55,-3.72
645,4.57,4.38,0.19,0.00,3.03,9.16,6.28,0.93,0.94,-4.00,-4.00
646,5.22,5.01,0.20,0.01,2.38,7.09,4.83,0.84,0.88,-4.08,-4.36
647,4.89,5.19,0.30,0.00,2.90,7.62,4.86,0.88,0.97,-4.24,-4.97
648,5.88,5.68,0.20,0.01,3.28,6.62,3.51,0.85,0.86,-4.81,-5.04
649,4.98,4.91,0.08,0.00,2.40,7.67,5.39,0.87,0.92,-4.05,-4.46
650,5.01,5.02,0.01,0.00,3.01,7.96,5.09,0.86,0.92,-4.15,-4.52
651,4.48,4.55,0.07,0.00,2.57,8.67,6.22,0.87,0.94,-3.59,-4.10
652,5.23,5.24,0.01,0.00,2.84,7.70,5.00,0.94,0.88,-4.82,-4.37
653,5.34,5.13,0.21,0.00,3.71,8.58,5.05,0.91,0.92,-4.59,-4.76
654,4.60,4.72,0.12,0.00,2.87,8.82,6.09,0.94,0.92,-4.04,-4.10
655,5.47,5.25,0.22,0.01,2.89,7.22,4.47,0.90,0.93,-4.79,-4.92
656,4.98,4.44,0.54,0.00,3.74,9.15,5.60,0.94,0.96,-4.47,-4.57
657,5.82,5.71,0.11,0.03,3.12,6.25,3.29,0.81,0.85,-4.57,-5.00
658,4.85,4.62,0.23,0.00,2.51,8.25,5.87,0.92,0.91,-4.09,-4.14
659,4.52,4.63,0.11,0.02,2.60,8.50,6.02,0.94,0.92,-4.33,-4.03
660,5.01,5.00,0.01,0.00,2.73,7.80,5.21,0.90,0.87,-4.19,-3.89
661,4.67,4.67,0.00,0.00,3.59,9.28,5.86,0.97,0.95,-4.63,-4.46
662,5.93,6.05,0.13,0.07,2.51,5.64,3.26,0.79,0.85,-4.63,-5.08
663,4.51,4.41,0.10,0.00,3.80,9.81,6.21,0.91,0.92,-3.94,-3.89
664,4.50,4.73,0.23,0.00,3.34,9.07,5.90,0.96,0.92,-4.54,-4.22
665,4.29,4.29,0.00,0.00,3.88,10.37,6.68,0.96,0.95,-4.02,-3.99
666,4.60,4.70,0.11,0.00,2.84,8.50,5.80,0.92,0.90,-4.11,-4.06
667,4.33,4.32,0.01,0.00,3.95,10.24,6.49,0.93,0.96,-3.82,-4.13
668,4.76,5.02,0.26,0.02,3.18,8.59,5.58,0.93,0.96,-4.44,-4.70
669,4.59,4.70,0.11,0.00,2.44,8.30,5.97,0.90,0.91,-3.86,-4.03
670,4.70,4.88,0.18,0.00,2.47,8.16,5.81,0.95,0.89,-4.39,-4.01
671,4.66,4.54,0.12,0.00,2.66,8.31,5.78,0.94,0.95,-4.24,-4.27
672,4.73,4.78,0.05,0.00,2.41,8.27,5.98,0.89,0.89,-3.83,-3.91
673,4.42,4.45,0.03,0.00,3.02,9.25,6.38,0.93,0.94,-3.95,-4.03
674,4.81,5.03,0.22,0.00,2.60,7.80,5.34,0.93,0.90,-4.42,-4.22
675,5.75,5.90,0.15,0.15,3.03,6.20,3.32,0.81,0.82,-4.73,-4.84
676,5.57,5.66,0.10,0.09,3.73,7.44,3.90,0.85,0.87,-4.59,-4.79
677,6.16,5.80,0.36,0.10,3.18,6.16,3.14,0.81,0.84,-4.88,-5.00
678,4.81,5.07,0.26,0.00,3.54,8.86,5.50,0.90,0.91,-4.23,-4.35
679,4.39,4.50,0.11,0.00,2.75,9.08,6.48,0.90,0.94,-3.55,-3.94
680,5.63,5.78,0.15,0.02,4.46,8.00,3.76,0.85,0.88,-4.75,-5.13
681,4.37,4.44,0.07,0.00,3.01,9.35,6.49,0.91,0.94,-3.79,-3.86
682,5.01,5.26,0.24,0.00,2.96,7.71,4.90,0.89,0.91,-4.41,-4.66
683,5.45,5.06,0.40,0.00,3.14,7.65,4.67,0.90,0.89,-4.68,-4.51
684,4.45,4.49,0.04,0.00,3.74,9.74,6.19,0.94,0.92,-4.04,-4.02
685,4.94,4.73,0.21,0.00,2.62,8.20,5.70,0.92,0.94,-4.18,-4.28
686,5.41,5.11,0.30,0.00,2.63,7.45,4.95,0.92,0.91,-4.69,-4.62
687,5.57,5.37,0.20,0.01,2.91,7.11,4.35,0.86,0.90,-4.52,-4.70
688,4.56,4.53,0.03,0.00,3.86,9.82,6.15,0.95,0.96,-4.24,-4.28
689,5.45,5.18,0.27,0.02,3.58,8.00,4.60,0.89,0.91,-4.60,-4.66
690,5.82,5.72,0.10,0.08,3.53,7.20,3.84,0.88,0.92,-5.07,-5.26
691,5.04,5.01,0.03,0.00,3.39,7.94,4.72,0.88,0.95,-4.29,-4.94
692,5.11,5.18,0.07,0.00,2.65,7.39,4.88,0.92,0.89,-4.58,-4.29
693,6.37,5.69,0.68,0.05,3.17,6.11,3.10,0.84,0.84,-5.09,-4.96
694,5.73,5.74,0.01,0.02,2.51,6.30,3.92,0.88,0.86,-5.00,-4.97
695,5.00,5.14,0.14,0.00,3.05,7.63,4.73,0.94,0.88,-4.91,-4.61
696,4.88,5.17,0.29,0.01,3.37,8.30,5.09,0.92,0.94,-4.65,-4.97
697,5.17,5.41,0.24,0.01,3.05,7.57,4.68,0.88,0.89,-4.32,-4.46
698,4.65,4.27,0.37,0.00,3.44,9.33,6.06,0.92,0.95,-4.08,-4.19
699,5.39,5.04,0.35,0.00,3.00,7.98,5.12,0.92,0.89,-4.69,-4.39
700,5.51,5.55,0.04,0.02,3.00,6.91,4.06,0.87,0.89,-4.68,-4.75
701,4.45,4.51,0.06,0.00,2.74,8.95,6.35,0.95,0.94,-3.91,-3.91
702,4.34,4.35,0.01,0.00,2.31,8.64,6.45,0.91,0.90,-3.73,-3.67
703,5.04,5.37,0.34,0.00,2.82,7.49,4.81,0.87,0.90,-4.26,-4.53
704,5.22,5.21,0.00,0.02,2.42,6.81,4.51,0.90,0.83,-4.68,-4.17
705,4.57,4.62,0.05,0.00,2.69,8.50,5.95,0.92,0.97,-4.10,-4.45
706,4.94,4.92,0.01,0.00,3.17,8.37,5.36,0.93,0.89,-4.57,-4.28
707,4.30,4.39,0.09,0.00,2.04,8.35,6.41,0.97,0.93,-4.10,-3.81
708,4.58,4.67,0.10,0.00,2.30,8.27,6.09,0.95,0.95,-4.25,-4.22
709,4.74,4.70,0.05,0.00,3.61,9.21,5.79,0.93,0.92,-4.23,-4.11
710,4.60,4.81,0.20,0.00,2.61,8.11,5.64,0.94,0.94,-4.37,-4.48
711,5.16,4.52,0.64,0.00,2.88,8.16,5.42,0.93,0.89,-4.55,-4.07
712,4.87,5.15,0.29,0.03,2.08,7.14,5.16,0.93,0.93,-4.53,-4.66
713,5.78,5.67,0.11,0.06,2.90,6.09,3.34,0.86,0.85,-5.17,-5.04
714,4.88,5.24,0.36,0.00,2.60,7.34,4.87,0.86,0.86,-4.19,-4.31
715,5.19,4.88,0.31,0.00,3.74,8.64,5.10,0.90,0.89,-4.34,-4.46
716,5.36,5.08,0.28,0.00,3.25,8.09,5.00,0.88,0.91,-4.48,-4.63
717,4.97,4.97,0.00,0.00,2.70,7.87,5.30,0.92,0.89,-4.43,-4.16
718,4.74,4.70,0.04,0.00,2.97,8.58,5.76,0.95,0.88,-4.35,-3.84
719,4.69,4.19,0.49,0.00,1.99,8.00,6.11,0.97,0.92,-4.52,-3.88
720,5.08,5.00,0.08,0.00,2.55,7.22,4.79,0.89,0.92,-4.44,-4.73
721,5.20,4.88,0.32,0.00,2.97,7.79,4.96,0.89,0.87,-4.44,-4.15
722,4.54,4.63,0.09,0.00,2.58,8.12,5.66,0.93,0.96,-4.24,-4.57
723,5.06,5.34,0.28,0.05,2.97,7.53,4.71,0.88,0.93,-4.44,-4.77
724,4.49,4.27,0.21,0.00,2.00,8.11,6.21,0.97,0.92,-4.21,-3.82
725,5.31,5.19,0.11,0.02,2.41,6.75,4.46,0.91,0.90,-4.78,-4.81
726,4.61,4.33,0.28,0.00,3.36,9.05,5.85,0.97,0.99,-4.59,-4.68
727,4.34,4.30,0.03,0.00,3.56,9.98,6.59,0.90,0.94,-3.66,-3.86
728,6.08,6.15,0.07,0.21,3.11,6.15,3.20,0.83,0.82,-4.94,-4.92
729,4.74,4.64,0.10,0.00,3.40,8.94,5.70,0.94,0.95,-4.34,-4.43
730,5.22,5.50,0.28,0.02,3.29,7.67,4.54,0.92,0.89,-4.94,-4.73
731,4.45,4.39,0.06,0.00,2.94,9.24,6.45,0.95,0.93,-4.09,-3.93
732,5.89,5.75,0.14,0.02,4.91,8.00,3.34,0.80,0.84,-4.67,-4.90
733,4.40,4.49,0.09,0.00,3.15,9.30,6.31,0.92,0.95,-3.87,-4.19
734,5.50,5.49,0.01,0.02,2.89,6.81,4.06,0.88,0.85,-4.75,-4.53
735,5.11,5.27,0.17,0.01,2.49,6.81,4.45,0.86,0.88,-4.44,-4.62
736,4.15,4.12,0.03,0.00,3.30,10.06,6.92,0.96,0.89,-3.92,-3.36
737,4.69,4.54,0.15,0.00,3.86,9.54,5.86,0.92,0.97,-4.17,-4.44
738,4.57,4.40,0.17,0.00,3.91,10.12,6.41,0.92,0.92,-3.86,-3.82
739,5.57,6.30,0.73,0.19,2.99,6.16,3.32,0.81,0.87,-4.56,-5.25
740,5.06,4.97,0.09,0.00,3.12,8.00,5.04,0.91,0.93,-4.38,-4.61
741,4.55,4.10,0.45,0.00,3.25,9.69,6.60,0.95,0.91,-4.08,-3.51
742,5.19,5.15,0.05,0.00,2.87,7.59,4.86,0.89,0.91,-4.47,-4.69
743,4.33,4.58,0.25,0.00,3.55,9.43,6.06,0.90,0.94,-3.76,-4.26
744,5.93,6.05,0.11,0.11,3.38,6.49,3.28,0.86,0.82,-5.05,-4.74
745,5.43,5.49,0.06,0.01,3.06,7.30,4.39,0.90,0.89,-4.87,-4.71
746,5.28,4.99,0.29,0.00,3.24,8.06,4.98,0.89,0.95,-4.43,-4.82
747,4.18,4.23,0.04,0.00,2.84,9.40,6.71,0.90,0.91,-3.66,-3.69
748,4.69,5.19,0.50,0.00,3.28,8.00,4.88,0.86,0.92,-3.93,-4.69
749,4.41,4.39,0.02,0.00,2.86,8.96,6.25,0.95,0.96,-4.09,-4.19
750,4.40,4.45,0.05,0.00,3.85,10.05,6.40,0.93,0.96,-3.91,-4.17
751,5.29,5.34,0.05,0.01,3.10,7.61,4.67,0.87,0.94,-4.53,-4.99
752,4.97,4.53,0.44,0.00,2.33,8.00,5.78,0.93,0.91,-4.26,-4.16
753,5.02,4.90,0.12,0.02,2.95,7.81,5.01,0.88,0.94,-4.09,-4.63
754,6.03,5.27,0.76,0.00,4.03,7.84,4.02,0.83,0.86,-4.53,-4.70
755,4.85,4.45,0.40,0.00,2.28,8.07,5.90,0.93,0.93,-4.18,-4.11
756,4.61,4.38,0.23,0.00,3.90,9.92,6.22,0.91,0.93,-3.85,-4.08
757,4.55,4.66,0.11,0.00,2.64,8.35,5.84,0.91,0.95,-3.95,-4.34
758,5.94,5.89,0.04,0.04,2.37,5.54,3.29,0.88,0.79,-5.29,-4.44
759,4.14,4.58,0.44,0.00,2.05,8.42,6.47,0.90,0.95,-3.53,-4.09
760,5.73,5.70,0.03,0.03,2.10,5.83,3.84,0.87,0.86,-4.97,-4.97
761,4.47,4.87,0.39,0.00,3.14,8.97,5.98,0.93,0.92,-4.06,-4.24
762,4.73,4.63,0.10,0.00,2.17,7.84,5.78,0.93,0.93,-4.20,-4.22
763,4.41,4.44,0.03,0.00,2.94,8.84,6.04,0.89,0.97,-3.81,-4.31
764,4.50,4.58,0.08,0.00,3.13,8.92,5.95,0.92,0.98,-4.04,-4.42
765,5.22,5.18,0.05,0.02,3.30,7.69,4.55,0.88,0.87,-4.63,-4.36
766,4.34,4.59,0.25,0.00,3.03,9.07,6.19,0.97,0.97,-4.22,-4.29
767,5.13,5.25,0.12,0.00,3.41,8.00,4.76,0.92,0.92,-4.70,-4.72
768,6.08,5.90,0.17,0.02,2.71,6.08,3.50,0.87,0.87,-5.13,-5.12
769,4.41,4.51,0.09,0.00,3.44,9.51,6.24,0.95,0.96,-4.02,-4.19
770,4.89,4.98,0.09,0.00,2.72,7.81,5.22,0.93,0.92,-4.52,-4.45
771,4.40,4.44,0.04,0.00,3.66,9.81,6.33,1.00,0.89,-4.58,-3.71
772,5.04,4.72,0.33,0.00,3.82,9.07,5.44,0.89,0.88,-4.19,-4.16
773,5.38,5.01,0.37,0.00,2.73,7.54,4.95,0.87,0.94,-4.30,-4.81
774,5.29,5.06,0.23,0.01,3.06,7.76,4.85,0.90,0.92,-4.52,-4.65
775,4.68,4.40,0.28,0.00,2.04,8.00,6.07,0.93,0.94,-4.15,-4.22
776,5.43,5.25,0.18,0.01,3.12,7.40,4.44,0.85,0.92,-4.26,-4.75
777,4.35,4.55,0.21,0.00,4.07,10.41,6.55,0.91,0.96,-3.81,-4.21
778,4.49,4.38,0.11,0.00,2.28,8.55,6.38,0.96,0.94,-4.25,-3.85
779,5.85,5.83,0.03,0.12,3.18,6.54,3.52,0.81,0.86,-4.57,-4.95
780,5.94,5.88,0.06,0.05,2.74,5.89,3.29,0.84,0.85,-4.86,-5.02
781,5.30,5.53,0.22,0.04,3.21,7.59,4.54,0.89,0.88,-4.61,-4.50
782,4.24,4.45,0.21,0.00,2.60,9.10,6.63,0.90,0.91,-3.60,-3.72
783,5.37,5.38,0.00,0.01,3.54,8.00,4.64,0.90,0.86,-4.70,-4.40
784,4.61,4.58,0.03,0.00,3.14,9.12,6.14,0.94,0.93,-4.06,-4.10
785,4.31,4.51,0.21,0.00,2.99,9.13,6.29,0.93,0.97,-3.87,-4.25
786,5.20,4.95,0.24,0.00,2.59,7.28,4.82,0.90,0.93,-4.56,-4.66
787,4.76,4.60,0.16,0.00,2.52,8.33,5.94,0.92,0.91,-4.05,-4.07
788,5.13,5.07,0.06,0.00,2.68,7.54,4.99,0.86,0.93,-4.12,-4.75
789,5.39,5.25,0.14,0.02,2.71,6.70,4.12,0.86,0.89,-4.40,-4.66
790,5.06,5.12,0.06,0.00,3.32,8.05,4.90,0.90,0.93,-4.39,-4.90
791,4.82,4.81,0.01,0.00,3.74,9.33,5.78,0.97,0.90,-4.74,-4.11
792,4.85,5.13,0.29,0.03,3.15,8.09,5.10,0.88,0.94,-4.14,-4.61
793,5.38,5.15,0.23,0.00,3.61,8.00,4.57,0.89,0.87,-4.67,-4.45
794,4.49,4.93,0.45,0.00,2.83,8.19,5.50,0.89,0.92,-3.83,-4.33
795,5.04,5.14,0.10,0.00,3.33,8.00,4.84,0.94,0.91,-4.92,-4.57
796,4.71,4.42,0.28,0.01,3.09,9.02,6.08,0.89,0.98,-3.82,-4.50
797,5.07,5.02,0.05,0.00,3.11,8.15,5.19,0.88,0.88,-4.32,-4.23
798,5.47,5.30,0.17,0.01,3.21,7.46,4.40,0.88,0.92,-4.72,-4.88
799,4.55,4.38,0.16,0.00,2.89,8.81,6.07,0.94,0.86,-4.22,-3.49
800,5.14,5.19,0.05,0.00,3.19,7.77,4.74,0.90,0.92,-4.57,-4.80
801,4.34,4.32,0.02,0.00,3.39,9.51,6.29,0.94,0.91,-4.06,-3.93
802,5.83,5.76,0.08,0.00,3.34,6.71,3.54,0.86,0.80,-4.87,-4.36
803,4.59,4.66,0.07,0.00,2.84,8.10,5.41,0.92,0.90,-4.28,-3.99
804,4.31,4.18,0.13,0.00,2.83,8.98,6.29,0.98,0.92,-4.21,-3.88
805,4.96,5.15,0.19,0.01,2.89,7.62,4.88,0.87,0.94,-4.02,-4.79
806,5.90,5.90,0.00,0.05,2.66,5.77,3.24,0.84,0.75,-4.86,-4.08
807,4.15,4.23,0.08,0.00,2.87,9.35,6.63,0.95,0.85,-4.10,-3.14
808,4.57,4.14,0.43,0.00,3.16,8.99,5.98,0.88,0.94,-3.74,-3.97
809,5.87,5.64,0.23,0.09,2.36,5.96,3.72,0.90,0.80,-5.21,-4.25
810,5.06,4.49,0.57,0.00,3.05,8.40,5.50,0.90,0.90,-4.13,-4.05
811,4.74,5.04,0.30,0.01,2.35,7.65,5.41,0.90,0.92,-4.10,-4.25
812,4.64,4.92,0.28,0.00,2.26,7.87,5.73,0.91,0.92,-4.04,-4.39
813,5.62,5.56,0.05,0.00,2.35,6.11,3.88,0.85,0.87,-4.52,-4.79
814,4.59,4.41,0.18,0.00,3.26,9.51,6.40,0.96,0.92,-4.37,-3.96
815,4.41,4.42,0.01,0.00,3.00,9.17,6.32,0.94,0.97,-4.08,-4.34
816,4.64,4.69,0.04,0.00,3.12,8.46,5.49,0.94,0.93,-4.43,-4.37
817,5.48,5.25,0.23,0.00,3.40,7.98,4.76,0.95,0.89,-5.15,-4.47
818,5.13,5.00,0.12,0.00,3.15,8.00,5.00,0.89,0.85,-4.41,-4.05
819,4.39,4.80,0.40,0.00,2.51,8.31,5.93,0.89,0.90,-3.72,-3.90
820,4.61,4.59,0.02,0.00,3.63,9.39,5.94,0.94,0.96,-4.25,-4.28
821,5.85,5.86,0.01,0.03,3.87,7.14,3.46,0.82,0.82,-4.71,-4.73
822,5.41,5.10,0.31,0.00,2.95,7.61,4.81,0.92,0.89,-4.75,-4.66
823,4.50,4.55,0.05,0.00,2.54,8.42,6.00,0.91,0.93,-3.82,-4.00
824,4.57,4.75,0.18,0.00,2.87,8.58,5.86,0.98,0.95,-4.58,-4.47
825,5.09,4.72,0.38,0.00,3.20,8.00,4.96,0.91,0.93,-4.54,-4.67
826,4.58,5.27,0.69,0.02,3.49,8.60,5.29,0.90,0.93,-4.17,-4.47
827,5.25,5.40,0.15,0.01,2.73,7.13,4.53,0.87,0.87,-4.34,-4.57
828,5.78,5.91,0.12,0.05,3.80,7.13,3.52,0.89,0.86,-5.32,-5.00
829,4.31,4.47,0.16,0.01,2.31,8.51,6.31,0.95,0.92,-4.10,-3.91
830,4.60,4.77,0.17,0.00,2.68,8.24,5.69,0.89,0.94,-3.89,-4.44
831,5.35,5.59,0.24,0.02,3.78,7.93,4.34,0.84,0.90,-4.37,-5.02
832,4.68,4.82,0.13,0.01,2.54,7.95,5.55,0.94,0.91,-4.32,-4.15
833,4.85,4.66,0.20,0.00,2.70,8.00,5.43,0.90,0.92,-4.09,-4.22
834,5.46,5.51,0.05,0.03,2.90,6.95,4.20,0.92,0.88,-5.02,-4.75
835,4.64,4.96,0.31,0.00,2.70,8.05,5.48,0.98,0.91,-4.60,-4.13
836,5.05,4.63,0.43,0.00,2.61,8.02,5.55,0.92,0.97,-4.38,-4.50
837,5.06,5.33,0.27,0.01,3.16,7.55,4.55,0.90,0.91,-4.62,-4.67
838,4.30,4.36,0.05,0.00,2.25,8.47,6.33,0.89,0.93,-3.68,-4.03
839,4.95,4.89,0.06,0.00,2.86,8.02,5.30,0.91,0.90,-4.29,-4.27
840,5.14,5.09,0.04,0.00,3.18,7.86,4.84,0.88,0.92,-4.30,-4.66
841,5.01,5.23,0.21,0.01,2.60,7.19,4.72,0.90,0.86,-4.50,-4.27
842,4.63,4.36,0.27,0.01,3.35,9.39,6.20,0.91,0.91,-3.97,-3.83
843,5.22,5.51,0.29,0.00,2.65,6.85,4.33,0.90,0.90,-4.69,-4.79
844,5.85,5.85,0.00,0.13,2.18,5.52,3.45,0.83,0.83,-4.89,-4.82
845,5.92,5.80,0.11,0.04,2.94,6.31,3.52,0.85,0.84,-5.13,-4.84
846,5.21,5.33,0.12,0.00,3.09,7.96,5.02,0.90,0.87,-4.51,-4.33
847,5.27,5.17,0.10,0.00,2.71,7.19,4.61,0.89,0.92,-4.55,-4.88
848,4.50,4.35,0.15,0.00,3.04,9.03,6.15,0.99,0.93,-4.47,-3.97
849,4.54,4.69,0.15,0.00,2.78,8.86,6.23,0.91,0.92,-3.80,-3.92
850,5.15,5.17,0.02,0.00,2.96,7.29,4.48,0.88,0.91,-4.41,-4.69
851,5.88,5.15,0.73,0.01,3.23,7.51,4.44,0.89,0.86,-4.97,-4.45
852,5.84,6.04,0.20,0.12,1.90,4.69,2.89,0.80,0.87,-4.77,-5.34
853,5.15,5.40,0.25,0.01,3.01,7.68,4.82,0.88,0.89,-4.38,-4.63
854,5.06,5.22,0.16,0.00,3.33,7.99,4.83,0.88,0.95,-4.21,-4.83
855,4.79,4.97,0.18,0.00,3.55,8.55,5.17,0.84,0.87,-3.64,-4.10
856,4.31,4.38,0.07,0.00,3.00,9.43,6.57,0.88,0.95,-3.40,-4.05
857,4.50,4.53,0.02,0.00,2.71,9.15,6.57,0.92,0.93,-3.77,-3.85
858,4.76,4.69,0.07,0.01,2.61,8.00,5.52,0.91,0.95,-4.14,-4.53
859,4.51,4.70,0.18,0.00,2.99,8.74,5.89,0.94,0.92,-4.13,-4.05
860,4.46,4.56,0.10,0.00,3.29,9.11,5.98,0.95,0.94,-4.19,-4.15
861,4.79,4.92,0.14,0.01,2.65,7.66,5.15,0.87,0.93,-4.03,-4.61
862,4.67,5.01,0.35,0.03,2.75,8.00,5.38,0.92,0.90,-4.36,-4.12
863,5.29,4.95,0.34,0.00,2.89,7.55,4.80,0.93,0.84,-4.92,-4.03
864,4.25,4.36,0.11,0.00,3.34,9.24,6.06,0.92,0.94,-3.88,-4.04
865,5.13,5.14,0.01,0.02,2.90,7.59,4.84,0.91,0.86,-4.60,-4.10
866,4.81,5.10,0.29,0.02,3.31,8.48,5.33,0.90,0.97,-4.26,-4.83
867,5.53,5.61,0.08,0.00,2.75,7.22,4.60,0.87,0.90,-4.29,-4.69
